,name,label,predict
3421,lzo-minilzo,库,工具
3422,lzop,工具,库
3423,m17n-db,库,工具
3424,m17n-lib,库,库
3425,m4,工具,服务
3426,madan-fonts,其它,其它
3427,mailcap,工具,其它
3428,mailman,工具,服务
3429,mailx,工具,服务
3430,make,工具,工具
3431,libmalaga,工具,库
3432,malaga,工具,库
3433,malaga-suomi-voikko,工具,库
3434,mallard-rng,工具,库
3435,man-db,工具,工具
3436,man-db-cron,工具,工具
3437,man-pages,工具,服务
3438,man-pages-overrides,工具,工具
3439,mariadb,服务,服务
3440,mariadb-backup,服务,服务
3441,mariadb-common,服务,服务
3442,mariadb-embedded,服务,库
3443,mariadb-errmsg,服务,服务
3445,mariadb-oqgraph-engine,服务,库
3446,mariadb-server,服务,服务
3447,mariadb-server-galera,服务,服务
3449,mariadb-pam,服务,服务
3450,mariadb-connector-c,库,服务
3451,mariadb-connector-c-config,库,工具
3452,mariadb-connector-odbc,库,服务
3453,mariadb-java-client,库,库
3454,marisa,库,库
3455,matchbox-window-manager,工具,服务
3456,maven,工具,工具
3457,maven-lib,工具,库
3459,maven-openjdk11,工具,工具
3460,maven-openjdk17,工具,工具
3461,maven-openjdk8,工具,工具
3462,maven2-javadoc,工具,库
3463,maven-artifact,工具,工具
3464,maven-artifact-manager,工具,工具
3465,maven-model,工具,工具
3466,maven-monitor,工具,工具
3467,maven-plugin-descriptor,工具,服务
3468,maven-plugin-registry,工具,工具
3469,maven-profile,工具,工具
3470,maven-project,工具,工具
3471,maven-settings,工具,工具
3472,maven-toolchain,工具,工具
3474,maven-antrun-plugin-javadoc,工具,库
3475,maven-archiver,工具,工具
3476,maven-archiver-javadoc,工具,库
3477,maven-artifact-resolver,工具,库
3478,maven-artifact-resolver-javadoc,工具,工具
3479,maven-artifact-transfer,工具,工具
3480,maven-artifact-transfer-javadoc,工具,库
3481,maven-assembly-plugin,工具,工具
3482,maven-assembly-plugin-javadoc,工具,库
3483,maven-clean-plugin,工具,库
3484,maven-clean-plugin-javadoc,工具,库
3485,maven-common-artifact-filters,工具,库
3486,maven-common-artifact-filters-javadoc,工具,库
3487,maven-compiler-plugin,工具,工具
3488,maven-compiler-plugin-javadoc,工具,工具
3489,maven-dependency-analyzer,工具,工具
3490,maven-dependency-analyzer-javadoc,工具,工具
3491,maven-dependency-plugin,工具,工具
3492,maven-dependency-plugin-javadoc,工具,工具
3493,maven-dependency-tree,工具,工具
3494,maven-dependency-tree-javadoc,工具,库
3495,maven-doxia,工具,库
3496,maven-doxia-core,工具,工具
3497,maven-doxia-javadoc,工具,工具
3498,maven-doxia-logging-api,工具,库
3499,maven-doxia-module-apt,工具,工具
3500,maven-doxia-module-confluence,工具,工具
3501,maven-doxia-module-docbook-simple,工具,工具
3502,maven-doxia-module-fml,工具,工具
3503,maven-doxia-module-latex,工具,工具
3504,maven-doxia-module-rtf,工具,库
3505,maven-doxia-modules,工具,库
3506,maven-doxia-module-twiki,工具,工具
3507,maven-doxia-module-xdoc,工具,工具
3508,maven-doxia-module-xhtml,工具,库
3509,maven-doxia-sink-api,工具,库
3510,maven-doxia-test-docs,工具,库
3511,maven-doxia-sitetools,工具,库
3512,maven-doxia-sitetools-javadoc,工具,工具
3513,maven-enforcer,工具,库
3514,maven-enforcer-api,工具,库
3515,maven-enforcer-javadoc,工具,工具
3516,maven-enforcer-plugin,工具,工具
3517,maven-enforcer-rules,工具,工具
3518,maven-file-management,工具,工具
3519,maven-file-management-javadoc,工具,工具
3520,maven-filtering,工具,工具
3521,maven-filtering-javadoc,工具,库
3522,maven-install-plugin,工具,工具
3523,maven-install-plugin-javadoc,工具,工具
3524,maven-invoker,工具,工具
3525,maven-invoker-javadoc,工具,工具
3526,maven-invoker-plugin,工具,库
3527,maven-invoker-plugin-javadoc,工具,工具
3528,maven-jar-plugin,工具,工具
3530,maven-parent,工具,库
3531,maven-plugin-build-helper,工具,库
3532,maven-plugin-build-helper-javadoc,工具,库
3534,maven-plugin-bundle-javadoc,工具,工具
3535,maven-plugins-pom,工具,库
3536,maven-plugin-testing,工具,库
3537,maven-plugin-testing-harness,工具,工具
3538,maven-plugin-testing-javadoc,工具,工具
3539,maven-plugin-testing-tools,工具,工具
3540,maven-test-tools,工具,工具
3541,maven-plugin-annotations,工具,库
3542,maven-plugin-plugin,工具,工具
3543,maven-plugin-tools,工具,库
3544,maven-plugin-tools-annotations,工具,工具
3545,maven-plugin-tools-ant,工具,工具
3546,maven-plugin-tools-api,工具,工具
3547,maven-plugin-tools-beanshell,工具,库
3548,maven-plugin-tools-generators,工具,工具
3549,maven-plugin-tools-java,工具,工具
3550,maven-plugin-tools-javadoc,工具,库
3551,maven-plugin-tools-javadocs,工具,工具
3552,maven-plugin-tools-model,工具,工具
3553,maven-script,工具,库
3554,maven-script-ant,工具,工具
3555,maven-script-beanshell,工具,工具
3556,maven-remote-resources-plugin,工具,工具
3557,maven-remote-resources-plugin-javadoc,工具,工具
3558,maven-reporting-api,工具,库
3559,maven-reporting-api-javadoc,工具,工具
3560,maven-reporting-impl,工具,工具
3561,maven-reporting-impl-javadoc,工具,工具
3562,maven-resolver-api,工具,工具
3563,maven-resolver-connector-basic,工具,库
3564,maven-resolver-impl,工具,库
3565,maven-resolver-spi,工具,库
3566,maven-resolver-transport-wagon,工具,库
3567,maven-resolver-util,工具,工具
3568,maven-resolver,工具,库
3569,maven-resolver-javadoc,工具,库
3570,maven-resolver-test-util,工具,工具
3571,maven-resolver-transport-classpath,工具,库
3572,maven-resolver-transport-file,工具,库
3573,maven-resolver-transport-http,工具,库
3574,maven-resources-plugin,工具,工具
3575,maven-resources-plugin-javadoc,工具,工具
3576,maven-script-interpreter,工具,库
3577,maven-script-interpreter-javadoc,工具,工具
3578,maven-shade-plugin,工具,工具
3579,maven-shade-plugin-javadoc,工具,工具
3580,maven-shared,工具,库
3581,maven-shared-incremental,工具,工具
3582,maven-shared-incremental-javadoc,工具,库
3583,maven-shared-io,工具,工具
3584,maven-shared-io-javadoc,工具,工具
3585,maven-shared-utils,工具,库
3586,maven-shared-utils-javadoc,工具,工具
3587,maven-source-plugin,工具,工具
3588,maven-source-plugin-javadoc,工具,工具
3589,maven-failsafe-plugin,工具,工具
3590,maven-surefire,工具,工具
3591,maven-surefire-javadoc,工具,库
3592,maven-surefire-plugin,工具,工具
3593,maven-surefire-provider-junit,工具,工具
3594,maven-surefire-provider-testng,工具,工具
3595,maven-surefire-report-parser,工具,库
3596,maven-surefire-report-plugin,工具,工具
3597,maven-verifier,工具,工具
3598,maven-verifier-javadoc,工具,工具
3599,maven-wagon-file,工具,工具
3600,maven-wagon-http,工具,库
3601,maven-wagon-http-shared,工具,库
3602,maven-wagon-provider-api,工具,工具
3603,maven-wagon,工具,库
3604,maven-wagon-ftp,工具,库
3605,maven-wagon-http-lightweight,工具,工具
3606,maven-wagon-javadoc,工具,库
3607,maven-wagon-providers,工具,库
3608,mc,工具,工具
3609,mcelog,工具,服务
3610,libmcpp,库,库
3611,mcpp,库,工具
3612,mcstrans,服务,工具
3613,mdadm,工具,服务
3614,mdevctl,工具,工具
3615,meanwhile,库,库
3617,mecab-ipadic,工具,工具
3618,mecab-ipadic-EUCJP,工具,工具
3619,media-player-info,库,工具
3620,memcached,服务,工具
3621,memkind,库,工具
3622,memstrack,工具,工具
3623,memtest86+,工具,工具
3624,mercurial,工具,库
3625,mercurial-hgk,工具,工具
3626,mesa-dri-drivers,库,服务
3627,mesa-filesystem,库,库
3628,mesa-libEGL,库,库
3629,mesa-libgbm,库,库
3630,mesa-libGL,库,库
3631,mesa-libglapi,库,工具
3632,mesa-libOSMesa,库,库
3634,mesa-vdpau-drivers,库,库
3635,mesa-vulkan-drivers,库,库
3636,glx-utils,库,库
3637,mesa-libGLU,库,库
3638,mesa-libGLw,库,库
3639,meson,工具,库
3640,metacity,服务,服务
3641,metis,工具,库
3642,microcode_ctl,工具,服务
3643,microdnf,工具,库
3644,micropipenv,工具,库
3645,mimetic,库,库
3646,mingw32-binutils,工具,工具
3647,mingw64-binutils,工具,工具
3648,mingw-binutils-generic,工具,工具
3649,mingw32-bzip2,工具,库
3650,mingw32-bzip2-static,工具,工具
3651,mingw64-bzip2,工具,库
3652,mingw64-bzip2-static,工具,工具
3654,mingw64-cairo,工具,库
3655,mingw32-crt,工具,库
3656,mingw64-crt,工具,库
3657,mingw32-expat,工具,库
3658,mingw64-expat,工具,库
3659,mingw32-filesystem,工具,库
3660,mingw64-filesystem,工具,库
3661,mingw-filesystem-base,工具,工具
3662,mingw32-fontconfig,工具,库
3663,mingw64-fontconfig,工具,库
3664,mingw32-freetype,工具,库
3665,mingw32-freetype-static,工具,工具
3666,mingw64-freetype,工具,库
3668,mingw32-cpp,工具,库
3669,mingw32-gcc,工具,工具
3670,mingw32-gcc-c++,工具,库
3671,mingw64-cpp,工具,库
3672,mingw64-gcc,工具,工具
3673,mingw64-gcc-c++,工具,工具
3674,mingw32-gettext,库,工具
3675,mingw32-gettext-static,库,工具
3676,mingw64-gettext,库,工具
3677,mingw64-gettext-static,库,工具
3678,mingw32-glib2,库,工具
3679,mingw32-glib2-static,库,工具
3680,mingw64-glib2,库,库
3681,mingw64-glib2-static,库,工具
3682,mingw32-gstreamer1,库,库
3684,mingw32-harfbuzz,库,工具
3685,mingw32-harfbuzz-static,库,工具
3686,mingw64-harfbuzz,库,工具
3687,mingw64-harfbuzz-static,库,工具
3688,mingw32-headers,库,库
3689,mingw64-headers,库,库
3690,mingw32-icu,库,库
3691,mingw64-icu,库,库
3692,mingw32-libffi,库,库
3693,mingw64-libffi,库,库
3694,mingw32-libjpeg-turbo,库,库
3695,mingw32-libjpeg-turbo-static,库,工具
3696,mingw64-libjpeg-turbo,库,库
3697,mingw64-libjpeg-turbo-static,库,工具
3698,mingw32-libpng,库,库
3699,mingw32-libpng-static,库,工具
3700,mingw64-libpng,库,库
3701,mingw64-libpng-static,库,工具
3702,mingw32-libtiff,库,库
3703,mingw32-libtiff-static,库,库
3704,mingw64-libtiff,库,库
3705,mingw64-libtiff-static,库,库
3706,mingw32-openssl,库,库
3707,mingw64-openssl,库,库
3708,mingw32-pcre,库,库
3709,mingw32-pcre-static,库,库
3710,mingw64-pcre,库,库
3711,mingw64-pcre-static,库,库
3712,mingw32-pixman,库,库
3713,mingw64-pixman,库,库
3715,mingw64-pkg-config,库,库
3716,mingw32-readline,库,工具
3717,mingw64-readline,库,工具
3718,mingw32-sqlite,库,工具
3719,mingw32-sqlite-static,库,工具
3720,mingw64-sqlite,库,工具
3721,mingw64-sqlite-static,库,工具
3722,mingw32-termcap,库,工具
3723,mingw64-termcap,库,工具
3724,mingw32-win-iconv,库,库
3725,mingw32-win-iconv-static,库,工具
3726,mingw64-win-iconv,库,库
3727,mingw64-win-iconv-static,库,工具
3728,mingw32-winpthreads,库,库
3729,mingw32-winpthreads-static,库,工具
3730,mingw64-winpthreads,库,库
3731,mingw64-winpthreads-static,库,工具
3732,mingw32-zlib,库,库
3733,mingw32-zlib-static,库,库
3734,mingw64-zlib,库,库
3735,mingw64-zlib-static,库,库
3736,minicom,工具,工具
3737,minizip,库,库
3738,minizip1.2,库,库
3739,mksh,工具,服务
3740,mlocate,工具,服务
3741,mobile-broadband-provider-info,库,库
3742,mockito,库,库
3743,mockito-javadoc,库,库
3744,mod_auth_gssapi,库,服务
3745,mod_auth_mellon,库,库
3746,mod_auth_mellon-diagnostics,库,库
3748,mod_authnz_pam,库,服务
3749,mod_fcgid,库,服务
3750,mod_http2,库,库
3751,mod_intercept_form_submit,库,库
3752,mod_lookup_identity,库,库
3753,mod_md,库,服务
3754,mod_security,库,服务
3755,mod_security-mlogc,库,库
3756,mod_security_crs,库,库
3757,python3-mod_wsgi,库,库
3758,python38-mod_wsgi,库,库
3759,python39-mod_wsgi,库,库
3760,modello,工具,工具
3761,modello-javadoc,工具,工具
3762,ModemManager,库,库
3763,ModemManager-glib,库,库
3764,modulemd-tools,工具,库
3765,mojo-parent,库,库
3766,mokutil,工具,服务
3767,motif,工具,服务
3768,motif-static,工具,库
3769,mousetweaks,工具,库
3770,mozilla-filesystem,库,服务
3771,mozjs52,库,库
3772,mozjs60,库,库
3773,mozvoikko,工具,工具
3774,mpfr,库,库
3775,mpg123,库,服务
3776,mpg123-libs,库,库
3777,mpg123-plugins-pulseaudio,库,库
3778,mpich,库,库
3779,python3-mpich,库,库
3780,mpitests-mpich,库,库
3781,mpitests-mvapich2,库,库
3782,mpitests-mvapich2-psm2,库,库
3783,mpitests-openmpi,库,库
3784,mpv,工具,工具
3785,mpv-libs,工具,库
3786,mrtg,工具,服务
3787,mstflint,工具,库
3788,mtdev,库,库
3789,mtools,工具,工具
3790,mtr,工具,工具
3791,mtr-gtk,工具,库
3792,mt-st,工具,服务
3793,mtx,工具,工具
3794,multilib-rpm-config,工具,工具
3796,munge-libs,工具,库
3797,munge-maven-plugin,库,库
3798,munge-maven-plugin-javadoc,库,库
3799,mutt,工具,服务
3800,mutter,服务,工具
3801,mvapich2,库,工具
3803,mysql,服务,服务
3804,mysql-common,服务,服务
3805,mysql-errmsg,服务,服务
3806,mysql-libs,服务,服务
3808,mysql-selinux,库,工具
3809,mythes,库,库
3810,mythes-bg,库,库
3811,mythes-ca,库,库
3812,mythes-cs,库,库
3813,mythes-da,库,库
3814,mythes-de,库,库
3815,mythes-el,库,库
3816,mythes-en,库,库
3817,mythes-es,库,库
3818,mythes-fr,库,库
3819,mythes-ga,库,库
3820,mythes-hu,库,库
3821,mythes-it,库,库
3822,mythes-mi,库,库
3824,mythes-nl,库,库
3825,mythes-pl,库,库
3826,mythes-pt,库,库
3827,mythes-ro,库,库
3828,mythes-ru,库,库
3829,mythes-sk,库,库
3830,mythes-sl,库,库
3831,mythes-sv,库,库
3832,mythes-uk,库,库
3833,nafees-web-naskh-fonts,其它,其它
3834,nano,工具,工具
3835,nasm,工具,库
3836,nautilus,工具,工具
3837,nautilus-extensions,工具,库
3838,nautilus-sendto,工具,库
3840,nbdkit,工具,服务
3841,nbdkit-bash-completion,工具,服务
3842,nbdkit-basic-filters,工具,服务
3843,nbdkit-basic-plugins,工具,服务
3844,nbdkit-curl-plugin,工具,库
3845,nbdkit-example-plugins,工具,服务
3846,nbdkit-gzip-filter,工具,服务
3847,nbdkit-gzip-plugin,工具,服务
3848,nbdkit-linuxdisk-plugin,工具,服务
3849,nbdkit-nbd-plugin,工具,服务
3850,nbdkit-python-plugin,工具,服务
3851,nbdkit-server,工具,服务
3852,nbdkit-ssh-plugin,工具,服务
3853,nbdkit-tar-filter,工具,服务
3854,nbdkit-tar-plugin,工具,服务
3855,nbdkit-tmpdisk-plugin,工具,服务
3856,nbdkit-vddk-plugin,工具,服务
3857,nbdkit-xz-filter,工具,服务
3858,ncompress,工具,工具
3859,ncurses,库,工具
3860,ncurses-base,库,服务
3861,ncurses-c++-libs,库,库
3862,ncurses-compat-libs,库,库
3863,ncurses-libs,库,工具
3864,ncurses-term,库,服务
3865,daxctl,工具,服务
3867,ndctl,工具,服务
3868,ndctl-libs,工具,工具
3869,neon,库,服务
3870,nerdctl,工具,服务
3871,netcf,库,工具
3872,netcf-libs,库,服务
3873,netlabel_tools,工具,服务
3874,netpbm,库,库
3875,netpbm-progs,库,工具
3876,net-snmp,库,服务
3877,net-snmp-agent-libs,库,服务
3878,net-snmp-libs,库,库
3879,net-snmp-perl,库,库
3880,net-snmp-utils,库,库
3881,nettle,库,工具
3882,net-tools,工具,服务
3883,NetworkManager,服务,工具
3885,NetworkManager-bluetooth,服务,服务
3886,NetworkManager-cloud-setup,服务,服务
3887,NetworkManager-config-server,服务,服务
3889,NetworkManager-initscripts-updown,服务,服务
3890,NetworkManager-libnm,服务,库
3891,NetworkManager-ovs,服务,服务
3892,NetworkManager-ppp,服务,服务
3893,NetworkManager-team,服务,服务
3894,NetworkManager-tui,服务,工具
3895,NetworkManager-wifi,服务,服务
3896,NetworkManager-wwan,服务,工具
3897,network-manager-applet,工具,服务
3898,nm-connection-editor,工具,工具
3899,NetworkManager-libreswan,库,工具
3900,NetworkManager-libreswan-gnome,库,服务
3901,newt,库,库
3902,python3-newt,库,库
3903,nfs4-acl-tools,工具,库
3904,libnfsidmap,库,库
3905,nfs-utils,库,服务
3906,nftables,工具,库
3907,python3-nftables,工具,库
3908,libnghttp2,库,库
3909,nghttp2,库,库
3910,nginx,服务,服务
3911,nginx-all-modules,服务,库
3912,nginx-filesystem,服务,工具
3914,nginx-mod-http-perl,服务,服务
3915,nginx-mod-http-xslt-filter,服务,库
3916,nginx-mod-mail,服务,服务
3917,nginx-mod-stream,服务,服务
3918,ninja-build,工具,工具
3919,nispor,库,库
3920,python3-nispor,库,工具
3921,nkf,库,工具
3922,perl-NKF,库,库
3923,nmap,工具,服务
3924,nmap-ncat,工具,服务
3925,nmstate,库,服务
3926,nmstate-libs,库,库
3927,nmstate-plugin-ovsdb,库,库
3928,python3-libnmstate,库,库
3929,nodejs,库,工具
3930,nodejs-docs,库,服务
3931,nodejs-full-i18n,库,工具
3932,npm,库,服务
3933,nodejs-nodemon,库,工具
3934,nodejs-packaging,库,服务
3935,npth,库,库
3936,nspr,库,服务
3937,nss,库,服务
3938,nss-softokn,库,服务
3940,nss-sysinit,库,服务
3941,nss-tools,库,库
3942,nss-util,库,服务
3943,nss_nis,库,库
3944,nss_wrapper,库,库
3945,nss-altfiles,库,库
3946,nss-pam-ldapd,库,服务
3947,ntfs-3g,服务,工具
3948,ntfs-3g-libs,服务,库
3949,ntfsprogs,服务,库
3950,ntpstat,工具,服务
3952,numactl-libs,工具,工具
3953,numad,服务,服务
3954,numatop,工具,工具
3955,python2-numpy,库,库
3956,python2-numpy-f2py,库,工具
3957,python3-numpy,库,库
3958,python3-numpy-f2py,库,工具
3959,python38-numpy,库,库
3960,python38-numpy-f2py,库,工具
3961,python39-numpy,库,库
3962,python39-numpy-f2py,库,工具
3963,nvme-cli,工具,工具
3964,nvmetcli,工具,库
3965,nydus-rs,服务,库
3966,nydus-snapshotter,服务,库
3967,objectweb-asm,库,工具
3968,objectweb-asm-javadoc,库,库
3969,objectweb-pom,库,库
3970,objenesis,库,库
3971,objenesis-javadoc,库,库
3972,ocaml,库,工具
3973,ocaml-compiler-libs,库,库
3974,ocaml-ocamldoc,库,工具
3975,ocaml-runtime,库,库
3977,ocaml-cppo,库,库
3978,ocaml-extlib,库,库
3979,ocaml-findlib,库,工具
3980,ocaml-labltk,库,工具
3981,ocaml-ocamlbuild,库,工具
3982,ocaml-srpm-macros,库,库
3983,oceanbase-ce,服务,库
3984,oceanbase-ce-libs,服务,库
3985,oci-seccomp-bpf-hook,库,服务
3986,oci-systemd-hook,库,工具
3987,oci-umount,库,库
3988,ocl-icd,库,库
3989,oddjob,工具,服务
3990,oddjob-mkhomedir,工具,工具
3991,omping,工具,工具
3992,onboard,工具,工具
3994,ongres-scram,库,库
3995,ongres-scram-client,库,库
3996,oniguruma,库,库
3997,opa-address-resolution,库,服务
3998,opa-basic-tools,库,工具
3999,opa-fastfabric,库,工具
4000,opa-libopamgt,库,库
4001,opa-fm,工具,工具
4002,openal-soft,库,库
4003,openblas,库,库
4004,openblas-openmp,库,库
4006,openblas-openmp64,库,库
4007,openblas-Rblas,库,库
4008,openblas-serial64_,库,库
4009,openblas-serial64,库,库
4010,openblas-static,库,库
4011,openblas-threads,库,库
4012,openblas-threads64_,库,库
4013,openblas-threads64,库,库
4014,openblas-srpm-macros,库,服务
4015,openbox,工具,库
4016,openbox-kde,工具,工具
4017,openbox-libs,工具,库
4018,openchange,库,库
4019,opencl-filesystem,库,服务
4020,opencl-headers,库,其它
4021,opencore-amr,库,库
4022,opencryptoki,库,服务
4023,opencryptoki-icsftok,库,库
4024,opencryptoki-libs,库,服务
4025,opencryptoki-swtok,库,库
4026,opencryptoki-tpmtok,库,库
4027,opencv,库,库
4028,opencv-contrib,库,库
4029,opencv-core,库,库
4030,opendnssec,库,工具
4031,OpenEXR-libs,库,库
4032,openhpi,库,库
4033,openhpi-libs,库,库
4034,OpenIPMI,库,服务
4035,OpenIPMI-lanserv,库,服务
4036,OpenIPMI-libs,库,库
4037,OpenIPMI-perl,库,库
4038,python3-openipmi,库,库
4039,openjade,库,库
4040,openjpeg2,库,库
4041,openjpeg2-devel-docs,库,服务
4042,openjpeg2-tools,库,库
4043,openldap,服务,库
4044,openldap-clients,服务,库
4045,openldap-servers,服务,服务
4046,openmpi,库,库
4047,python3-openmpi,库,库
4048,hunspell-cs,工具,工具
4049,hyphen-cs,工具,库
4050,hunspell-lv,工具,工具
4051,hyphen-lv,工具,库
4052,mythes-lv,工具,库
4053,openpgm,库,库
4054,open-sans-fonts,其它,其它
4055,opensc,库,服务
4056,openscap,库,服务
4057,openscap-engine-sce,库,库
4058,openscap-python3,库,工具
4059,openscap-scanner,库,工具
4060,openscap-utils,库,服务
4061,openslp,库,库
4063,opensm-libs,工具,库
4064,opensp,库,库
4065,openssh,服务,服务
4066,openssh-askpass,服务,工具
4067,openssh-cavs,服务,服务
4068,openssh-clients,服务,服务
4069,openssh-keycat,服务,服务
4070,openssh-ldap,服务,服务
4071,openssh-server,服务,服务
4072,pam_ssh_agent_auth,服务,服务
4073,openssl,工具,服务
4074,openssl-libs,工具,库
4075,openssl-perl,工具,库
4076,openssl-ibmpkcs11,工具,库
4077,openssl-pkcs11,工具,库
4078,opentest4j,库,工具
4079,open-vm-tools,工具,工具
4080,open-vm-tools-desktop,工具,工具
4082,libwsman1,服务,库
4084,openwsman-python3,服务,库
4085,openwsman-server,服务,服务
4086,opus,库,库
4087,orc,库,工具
4088,orc-compiler,库,工具
4089,orca,库,工具
4090,osbuild,工具,工具
4091,osbuild-luks2,工具,工具
4092,osbuild-lvm2,工具,工具
4094,osbuild-selinux,工具,工具
4095,python3-osbuild,工具,库
4096,osbuild-composer,工具,服务
4097,osbuild-composer-core,工具,库
4098,osbuild-composer-dnf-json,工具,库
4099,osbuild-composer-worker,工具,服务
4100,oscap-anaconda-addon,工具,服务
4101,osgi-annotation,库,库
4102,osgi-annotation-javadoc,库,库
4103,osgi-compendium,库,库
4104,osgi-compendium-javadoc,库,库
4105,osgi-core,库,库
4106,osgi-core-javadoc,库,库
4107,osinfo-db,工具,库
4108,osinfo-db-tools,工具,库
4109,os-maven-plugin,库,工具
4110,os-maven-plugin-javadoc,库,库
4111,os-prober,工具,服务
4112,ostree,工具,工具
4113,ostree-grub2,工具,工具
4114,ostree-libs,工具,工具
4116,overpass-mono-fonts,其它,其它
4117,owasp-java-encoder,库,工具
4118,owasp-java-encoder-javadoc,库,库
4119,p11-kit,服务,库
4120,p11-kit-server,服务,库
4121,p11-kit-trust,服务,库
4122,p7zip,工具,库
4123,p7zip-plugins,工具,库
4125,pacemaker-cli,服务,服务
4126,pacemaker-cluster-libs,服务,库
4127,pacemaker-cts,服务,服务
4128,pacemaker-libs,服务,服务
4129,pacemaker-nagios-plugins-metadata,服务,服务
4130,pacemaker-remote,服务,服务
4131,pacemaker-schemas,服务,服务
4132,PackageKit,服务,工具
4134,PackageKit-cron,服务,工具
4135,PackageKit-glib,服务,库
4136,PackageKit-gstreamer-plugin,服务,库
4137,PackageKit-gtk3-module,服务,服务
4138,pakchois,库,库
4140,paktype-naskh-basic-fonts,其它,其它
4142,pam,工具,服务
4143,pandoc,库,工具
4144,pandoc-common,库,库
4145,pango,库,库
4146,pangomm,库,库
4147,papi,库,服务
4148,papi-libs,库,工具
4149,papi-testsuite,库,库
4150,papirus-icon-theme,工具,其它
4151,paps,库,服务
4154,paratype-pt-sans-fonts,其它,其它
4155,parfait,库,库
4156,parfait-examples,库,库
4157,parfait-javadoc,库,库
4158,pcp-parfait-agent,库,服务
4159,parted,工具,工具
4160,passwd,工具,服务
4161,patch,工具,工具
4162,patchutils,工具,工具
4163,pavucontrol,工具,工具
4164,pcaudiolib,库,服务
4165,pciutils,工具,库
4166,pciutils-libs,工具,库
4167,pcm,库,工具
4168,pcp,服务,服务
4169,pcp-conf,服务,服务
4170,pcp-export-pcp2elasticsearch,服务,服务
4171,pcp-export-pcp2graphite,服务,服务
4173,pcp-export-pcp2json,服务,服务
4174,pcp-export-pcp2spark,服务,服务
4175,pcp-export-pcp2xml,服务,服务
4176,pcp-export-pcp2zabbix,服务,服务
4178,pcp-gui,服务,服务
4180,pcp-import-ganglia2pcp,服务,服务
4181,pcp-import-iostat2pcp,服务,服务
4182,pcp-import-mrtg2pcp,服务,服务
4184,pcp-libs,服务,服务
4185,pcp-pmda-activemq,服务,服务
4186,pcp-pmda-apache,服务,服务
4187,pcp-pmda-bash,服务,服务
4188,pcp-pmda-bcc,服务,服务
4189,pcp-pmda-bind2,服务,服务
4190,pcp-pmda-bonding,服务,服务
4191,pcp-pmda-bpftrace,服务,服务
4192,pcp-pmda-cifs,服务,服务
4193,pcp-pmda-cisco,服务,服务
4194,pcp-pmda-dbping,服务,服务
4195,pcp-pmda-denki,服务,服务
4196,pcp-pmda-dm,服务,服务
4197,pcp-pmda-docker,服务,服务
4198,pcp-pmda-ds389,服务,服务
4200,pcp-pmda-elasticsearch,服务,服务
4203,pcp-pmda-gpfs,服务,服务
4204,pcp-pmda-gpsd,服务,服务
4205,pcp-pmda-hacluster,服务,服务
4206,pcp-pmda-haproxy,服务,服务
4207,pcp-pmda-infiniband,服务,服务
4208,pcp-pmda-json,服务,服务
4209,pcp-pmda-libvirt,服务,服务
4210,pcp-pmda-lio,服务,服务
4211,pcp-pmda-lmsensors,服务,服务
4212,pcp-pmda-logger,服务,服务
4213,pcp-pmda-lustre,服务,服务
4214,pcp-pmda-lustrecomm,服务,服务
4215,pcp-pmda-mailq,服务,服务
4216,pcp-pmda-memcache,服务,服务
4217,pcp-pmda-mic,服务,服务
4218,pcp-pmda-mongodb,服务,服务
4219,pcp-pmda-mounts,服务,服务
4220,pcp-pmda-mssql,服务,服务
4222,pcp-pmda-named,服务,服务
4223,pcp-pmda-netcheck,服务,服务
4224,pcp-pmda-netfilter,服务,服务
4225,pcp-pmda-news,服务,服务
4226,pcp-pmda-nfsclient,服务,服务
4227,pcp-pmda-nginx,服务,服务
4228,pcp-pmda-nvidia-gpu,服务,服务
4229,pcp-pmda-openmetrics,服务,服务
4230,pcp-pmda-openvswitch,服务,服务
4231,pcp-pmda-oracle,服务,服务
4232,pcp-pmda-pdns,服务,服务
4233,pcp-pmda-perfevent,服务,服务
4234,pcp-pmda-podman,服务,服务
4235,pcp-pmda-postfix,服务,服务
4236,pcp-pmda-postgresql,服务,服务
4238,pcp-pmda-redis,服务,服务
4239,pcp-pmda-roomtemp,服务,服务
4240,pcp-pmda-rsyslog,服务,服务
4241,pcp-pmda-samba,服务,服务
4242,pcp-pmda-sendmail,服务,服务
4243,pcp-pmda-shping,服务,服务
4244,pcp-pmda-slurm,服务,服务
4245,pcp-pmda-smart,服务,服务
4246,pcp-pmda-snmp,服务,服务
4247,pcp-pmda-sockets,服务,服务
4248,pcp-pmda-statsd,服务,服务
4249,pcp-pmda-summary,服务,服务
4250,pcp-pmda-systemd,服务,服务
4251,pcp-pmda-trace,服务,服务
4252,pcp-pmda-unbound,服务,服务
4253,pcp-pmda-weblog,服务,服务
4254,pcp-pmda-zimbra,服务,服务
4255,pcp-pmda-zswap,服务,服务
4256,pcp-selinux,服务,工具
4257,pcp-system-tools,服务,服务
4258,pcp-testsuite,服务,服务
4260,perl-PCP-LogImport,服务,库
4261,perl-PCP-LogSummary,服务,库
4264,python3-pcp,服务,服务
4265,pcre,库,库
4266,pcre-cpp,库,库
4267,pcre-static,库,库
4268,pcre-utf16,库,库
4269,pcre-utf32,库,库
4270,pcre2,库,库
4271,pcre2-tools,库,库
4272,pcre2-utf16,库,库
4273,pcre2-utf32,库,库
