idx,name
1516,perl-Authen-SASL
1517,perl-B-Debug
1518,perl-B-Hooks-EndOfScope
1519,perl-B-Lint
1520,perl-Bit-Vector
1521,perl-CGI
1522,perl-CPAN
1523,perl-CPAN-Meta
1524,perl-CPAN-Meta-Requirements
1525,perl-CPAN-Meta-YAML
1526,perl-Capture-Tiny
1527,perl-Carp
1528,perl-Carp-Clan
1529,perl-Class-Data-Inheritable
1530,perl-Class-Factory-Util
1531,perl-Class-ISA
1532,perl-Class-Inspector
1533,perl-Class-Method-Modifiers
1534,perl-Class-Singleton
1535,perl-Class-XSAccessor
1536,perl-Compress-Bzip2
1537,perl-Compress-Raw-Bzip2
1538,perl-Compress-Raw-Zlib
1539,perl-Config-AutoConf
1540,perl-Config-Perl-V
1541,perl-Config-Tiny
1542,perl-Convert-ASN1
1543,perl-Crypt-OpenSSL-Bignum
1544,perl-Crypt-OpenSSL-RSA
1545,perl-Crypt-OpenSSL-Random
1546,perl-DBD-MySQL
1547,perl-DBD-SQLite
1548,perl-DBI
1549,perl-DB_File
1550,perl-Data-Dump
1551,perl-Data-Dumper
1552,perl-Data-OptList
1553,perl-Data-Section
1554,perl-Date-Calc
1555,perl-Date-ISO8601
1556,perl-Date-Manip
1557,perl-DateTime
1558,perl-DateTime-Format-Builder
1559,perl-DateTime-Format-HTTP
1560,perl-DateTime-Format-ISO8601
1561,perl-DateTime-Format-Mail
1562,perl-DateTime-Format-Strptime
1563,perl-DateTime-Locale
1564,perl-DateTime-TimeZone
1565,perl-DateTime-TimeZone-SystemV
1566,perl-DateTime-TimeZone-Tzfile
1567,perl-Devel-CallChecker
1568,perl-Devel-Caller
1569,perl-Devel-GlobalDestruction
1570,perl-Devel-LexAlias
1571,perl-Devel-PPPort
1572,perl-Devel-Size
1573,perl-Devel-StackTrace
1574,perl-Devel-Symdump
1575,perl-Digest
1576,perl-Digest-HMAC
1577,perl-Digest-MD5
1578,perl-Digest-SHA
1579,perl-Dist-CheckConflicts
1580,perl-DynaLoader-Functions
1581,perl-Encode
1582,perl-Encode-Detect
1583,perl-Encode-Locale
1584,perl-Env
1585,perl-Error
1586,perl-Eval-Closure
1587,perl-Exception-Class
1588,perl-Exporter
1589,perl-Exporter-Tiny
1590,perl-ExtUtils-CBuilder
1591,perl-ExtUtils-Install
1592,perl-ExtUtils-MakeMaker
1593,perl-ExtUtils-Manifest
1594,perl-ExtUtils-ParseXS
1595,perl-Fedora-VSP
1596,perl-File-BaseDir
1597,perl-File-CheckTree
1598,perl-File-DesktopEntry
1599,perl-File-Fetch
1600,perl-File-Find-Object
1601,perl-File-Find-Rule
1602,perl-File-HomeDir
1603,perl-File-Listing
1604,perl-File-MimeInfo
1605,perl-File-Path
1606,perl-File-ReadBackwards
1607,perl-File-Remove
1608,perl-File-ShareDir
1609,perl-File-Slurp
1610,perl-File-Temp
1611,perl-File-Which
1612,perl-Filter
1613,perl-Filter-Simple
1614,perl-GSSAPI
1615,perl-Getopt-Long
1616,perl-HTML-Parser
1617,perl-HTML-Tagset
1618,perl-HTML-Tree
1619,perl-HTTP-Cookies
1620,perl-HTTP-Date
1621,perl-HTTP-Message
1622,perl-HTTP-Negotiate
1623,perl-HTTP-Tiny
1624,perl-IO-All
1625,perl-IO-Compress
1626,perl-IO-HTML
1627,perl-IO-Multiplex
1628,perl-IO-Socket-INET6
1629,perl-IO-Socket-IP
1630,perl-IO-Socket-SSL
1631,perl-IO-String
1632,perl-IO-Tty
1633,perl-IO-stringy
1634,perl-IPC-Cmd
1635,perl-IPC-Run
1636,perl-IPC-SysV
1637,perl-IPC-System-Simple
1638,perl-Importer
1639,perl-JSON
1640,perl-JSON-PP
1641,perl-JSON-XS
1642,perl-LDAP
1643,perl-LWP-MediaTypes
1644,perl-List-MoreUtils
1645,perl-List-MoreUtils-XS
1646,perl-Locale-Codes
1647,perl-Locale-Maketext
1648,perl-MIME-Base64
1649,perl-MIME-Charset
1650,perl-MRO-Compat
1651,perl-Mail-DKIM
1652,perl-Mail-SPF
1653,perl-Mail-Sender
1654,perl-MailTools
1655,perl-Math-BigInt
1656,perl-Math-BigInt-FastCalc
1657,perl-Math-BigRat
1658,perl-Module-Build
1659,perl-Module-CoreList
1660,perl-Module-Implementation
1661,perl-Module-Install
1662,perl-Module-Install-AuthorTests
1663,perl-Module-Install-ReadmeFromPod
1664,perl-Module-Load
1665,perl-Module-Load-Conditional
1666,perl-Module-Metadata
1667,perl-Module-Pluggable
1668,perl-Module-ScanDeps
1669,perl-Mozilla-LDAP
1670,perl-NTLM
1671,perl-Net-DNS
1672,perl-Net-HTTP
1673,perl-Net-SMTP-SSL
1674,perl-Net-SSLeay
1675,perl-Net-Server
1676,perl-NetAddr-IP
1677,perl-Number-Compare
1678,perl-Package-DeprecationManager
1679,perl-Package-Generator
1680,perl-Package-Stash
1681,perl-Package-Stash-XS
1682,perl-PadWalker
1683,perl-Params-Check
1684,perl-Params-Classify
1685,perl-Params-Util
1686,perl-Params-Validate
1687,perl-Params-ValidationCompiler
1688,perl-Parse-Yapp
1689,perl-Path-Tiny
1690,perl-PathTools
1691,perl-Perl-OSType
1692,perl-PerlIO-via-QuotedPrint
1693,perl-Pod-Checker
1694,perl-Pod-Coverage
1695,perl-Pod-Escapes
1696,perl-Pod-LaTeX
1697,perl-Pod-Markdown
1698,perl-Pod-Parser
1699,perl-Pod-Perldoc
1700,perl-Pod-Plainer
1701,perl-Pod-Simple
1702,perl-Pod-Usage
1703,perl-Ref-Util
1704,perl-Ref-Util-XS
1705,perl-Role-Tiny
1706,perl-SGMLSpm
1707,perl-SNMP_Session
1708,perl-SUPER
1709,perl-Scalar-List-Utils
1710,perl-Scope-Guard
1711,perl-Socket
1712,perl-Socket6
1713,perl-Software-License
1714,perl-Specio
1715,perl-Storable
1716,perl-String-CRC32
1717,perl-Sub-Exporter
1718,perl-Sub-Exporter-Progressive
1719,perl-Sub-Identify
1720,perl-Sub-Info
1721,perl-Sub-Install
1722,perl-Sub-Name
1723,perl-Sub-Uplevel
1724,perl-Sys-CPU
1725,perl-Sys-MemInfo
1726,perl-Sys-Syslog
1727,perl-Term-ANSIColor
1728,perl-Term-Cap
1729,perl-Term-Size-Any
1730,perl-Term-Size-Perl
1731,perl-Term-Table
1732,perl-TermReadKey
1733,perl-Test-Exception
1734,perl-Test-Harness
1735,perl-Test-Pod-Coverage
1736,perl-Test-Simple
1737,perl-Test-Warn
1738,perl-Test2-Suite
1739,perl-Text-Balanced
1740,perl-Text-CharWidth
1741,perl-Text-Diff
1742,perl-Text-Glob
1743,perl-Text-ParseWords
1744,perl-Text-Soundex
1745,perl-Text-Tabs+Wrap
1746,perl-Text-Template
1747,perl-Text-Unidecode
1748,perl-Text-WrapI18N
1749,perl-Thread-Queue
1750,perl-Time-HiRes
1751,perl-Time-Local
1752,perl-TimeDate
1753,perl-Tk
1754,perl-Try-Tiny
1755,perl-Types-Serialiser
1756,perl-URI
1757,perl-Unicode-Collate
1758,perl-Unicode-EastAsianWidth
1759,perl-Unicode-LineBreak
1760,perl-Unicode-Normalize
1761,perl-Unicode-UTF8
1762,perl-Unix-Syslog
1763,perl-Variable-Magic
1764,perl-WWW-RobotRules
1765,perl-XML-Catalog
1766,perl-XML-DOM
1767,perl-XML-LibXML
1768,perl-XML-LibXML-PrettyPrint
1769,perl-XML-NamespaceSupport
1770,perl-XML-Parser
1771,perl-XML-RegExp
1772,perl-XML-SAX
1773,perl-XML-SAX-Base
1774,perl-XML-Simple
1775,perl-XML-TokeParser
1776,perl-XML-Twig
1777,perl-XML-XPath
1778,perl-YAML
1779,perl-YAML-Tiny
1780,perl-autodie
1781,perl-bignum
1782,perl-common-sense
1783,perl-constant
1784,perl-experimental
1785,perl-generators
1786,perl-gettext
1787,perl-inc-latest
1788,perl-libintl-perl
1789,perl-libnet
1790,perl-libwww-perl
1791,perl-libxml-perl
1792,perl-local-lib
1793,perl-namespace-autoclean
1794,perl-namespace-clean
1795,perl-parent
1796,perl-perlfaq
1797,perl-podlators
1798,perl-srpm-macros
1799,perl-threads
1800,perl-threads-shared
1801,perl-version
1802,perltidy
1803,pesign
1804,phonon
1805,pidgin
1806,pidgin-sipe
1807,pigz
1808,pinentry
1809,pinfo
1810,pipewire
1811,pipewire0.2
1812,pixman
1813,pkgconf
1814,plasma-breeze
1815,plotutils
1816,plymouth
1817,pmdk
1818,pmix
1819,po4a
1820,policycoreutils
1821,polkit
1822,polkit-pkla-compat
1823,polkit-qt-1
1824,poppler
1825,poppler-data
1826,popt
1827,portreserve
1828,postfix
1829,postgresql-jdbc
1830,postgresql-odbc
1831,potrace
1832,powertop
1833,ppp
1834,prefixdevname
1835,procmail
1836,procps-ng
1837,prometheus-jmx-exporter
1838,protobuf
1839,protobuf-c
1840,ps_mem
1841,psacct
1842,psmisc
1843,pstoedit
1844,publicsuffix-list
1845,pugixml
1846,pulseaudio
1847,pyOpenSSL
1848,pyatspi
1849,pycairo
1850,pygobject3
1851,pykickstart
1852,pyodbc
1853,pyparsing
1854,pyparted
1855,pyserial
1856,pytest
1857,python-argcomplete
1858,python-argh
1859,python-asn1crypto
1860,python-attrs
1861,python-augeas
1862,python-blivet
1863,python-boto3
1864,python-botocore
1865,python-cffi
1866,python-chardet
1867,python-click
1868,python-configobj
1869,python-configshell
1870,python-coverage
1871,python-cpio
1872,python-cryptography
1873,python-cups
1874,python-dasbus
1875,python-dateutil
1876,python-dbus-client-gen
1877,python-dbus-python-client-gen
1878,python-dbus-signature-pyparsing
1879,python-decorator
1880,python-dmidecode
1881,python-dns
1882,python-enchant
1883,python-ethtool
1884,python-evdev
1885,python-fasteners
1886,python-flask
1887,python-gevent
1888,python-gflags
1889,python-greenlet
1890,python-gssapi
1891,python-html5lib
1892,python-httplib2
1893,python-humanize
1894,python-hwdata
1895,python-idna
1896,python-imagesize
1897,python-iniparse
1898,python-inotify
1899,python-into-dbus-python
1900,python-itsdangerous
1901,python-jinja2
1902,python-jmespath
1903,python-jsonpatch
1904,python-jsonpointer
1905,python-jsonschema
1906,python-justbases
1907,python-justbytes
1908,python-jwt
1909,python-kmod
1910,python-ldap
1911,python-linux-procfs
1912,python-lxml
1913,python-mako
1914,python-markupsafe
1915,python-meh
1916,python-mock
1917,python-netaddr
1918,python-netifaces
1919,python-networkx
1920,python-ntplib
1921,python-oauth2client
1922,python-oauthlib
1923,python-ordered-set
1924,python-packaging
1925,python-pexpect
1926,python-pid
1927,python-pillow
1928,python-pip
1929,python-pluggy
1930,python-ply
1931,python-prettytable
1932,python-productmd
1933,python-psutil
1934,python-psycopg2
1935,python-ptyprocess
1936,python-py
1937,python-pyasn1
1938,python-pycparser
1939,python-pycurl
1940,python-pydbus
1941,python-pyghmi
1942,python-pysocks
1943,python-pytoml
1944,python-pyudev
1945,python-qt5
1946,python-reportlab
1947,python-requests
1948,python-requests-file
1949,python-requests-ftp
1950,python-requests-oauthlib
1951,python-resolvelib
1952,python-rpm-macros
1953,python-rpmfluff
1954,python-rtslib
1955,python-s3transfer
1956,python-schedutils
1957,python-semantic_version
1958,python-setuptools
1959,python-simpleline
1960,python-six
1961,python-slip
1962,python-snowballstemmer
1963,python-sphinx
1964,python-sphinx-theme-alabaster
1965,python-sphinx_rtd_theme
1966,python-sphinxcontrib-websupport
1967,python-suds
1968,python-sushy
1969,python-systemd
1970,python-uritemplate
1971,python-urllib3
1972,python-urwid
1973,python-varlink
1974,python-webencodings
1975,python-werkzeug
1976,python-whoosh
1977,python2
1978,python2-pip
1979,python2-setuptools
1980,python3
1981,python3-azure-sdk
1982,python36
1983,python38
1984,python3x-six
1985,pytz
1986,pywbem
1987,pyxdg
1988,qatengine
1989,qatlib
1990,qatzip
1991,qemu-kvm
1992,qgnomeplatform
1993,qpdf
1994,qt5
1995,qt5-qt3d
1996,qt5-qtbase
1997,qt5-qtcanvas3d
1998,qt5-qtconnectivity
1999,qt5-qtdeclarative
2000,qt5-qtgraphicaleffects
2001,qt5-qtimageformats
2002,qt5-qtlocation
2003,qt5-qtmultimedia
2004,qt5-qtquickcontrols
2005,qt5-qtquickcontrols2
2006,qt5-qtscript
2007,qt5-qtsensors
2008,qt5-qtserialbus
2009,qt5-qtserialport
2010,qt5-qtsvg
2011,qt5-qttools
2012,qt5-qtvirtualkeyboard
2013,qt5-qtwayland
2014,qt5-qtwebchannel
2015,qt5-qtwebengine
2016,qt5-qtwebsockets
2017,qt5-qtx11extras
2018,qt5-qtxmlpatterns
2019,qtchooser
2020,quota
2021,raptor2
2022,rarian
2023,rasdaemon
2024,rasqal
2025,rdma-core
2026,readline
2027,realmd
2028,rear
2029,redfish-finder
2030,redhat-lsb
2031,redhat-menus
2032,redhat-rpm-config
2033,redhat-support-lib-python
2034,redhat-support-tool
2035,redland
2036,resource-agents
2037,rest
2038,rhythmbox
2039,rig
2040,rng-tools
2041,rootfiles
2042,rpcbind
2043,rpm
2044,rpm-ostree
2045,rpmdevtools
2046,rpmlint
2047,rrdtool
2048,rsync
2049,rsyslog
2050,rtkit
2051,rubberband
2052,ruby
2053,rust-srpm-macros
2054,saab-fonts
2055,sac
2056,samba
2057,sane-backends
2058,sane-frontends
2059,sanlock
2060,satyr
2061,sbc
2062,sbd
2063,sblim-cmpi-base
2064,sblim-gather
2065,sblim-indication_helper
2066,sblim-sfcCommon
2067,sblim-sfcb
2068,sblim-sfcc
2069,sblim-wbemcli
2070,scap-security-guide
2071,scap-workbench
2072,scipy
2073,scl-utils
2074,scrub
2075,seahorse
2076,sed
2077,selinux-policy
2078,sendmail
2079,setools
2080,setroubleshoot
2081,setroubleshoot-plugins
2082,setserial
2083,setup
2084,sg3_utils
2085,sgml-common
2086,sgpio
2087,shadow-utils
2088,shared-mime-info
2089,shim
2090,sip
2091,skkdic
2092,slang
2093,smartmontools
2094,smc-tools
2095,snappy
2096,sombok
2097,sos
2098,sos-collector
2099,sound-theme-freedesktop
2100,soundtouch
2101,source-highlight
2102,soxr
2103,spamassassin
2104,speech-dispatcher
2105,speex
2106,speexdsp
2107,spice
2108,spice-gtk
2109,spice-streaming-agent
2110,spice-vdagent
2111,spirv-tools
2112,splix
2113,sqlite
2114,squashfs-tools
2115,srt
2116,sscg
2117,sshpass
2118,sssd
2119,star
2120,startdde
2121,startup-notification
2122,strace
2123,stratis-cli
2124,stratisd
2125,stress-ng
2126,stunnel
2127,subversion
2128,sudo
2129,suitesparse
2130,sushi
2131,switcheroo-control
2132,symlinks
2133,sysfsutils
2134,syslinux
2135,sysstat
2136,system-config-printer
2137,system-lsb
2138,system-storage-manager
2139,systemd
2140,systemtap
2141,taglib
2142,tagsoup
2143,tang
2144,tar
2145,targetcli
2146,tbb
2147,tboot
2148,tcl
2149,teckit
2150,tesseract
2151,tesseract-tessdata
2152,tex-fonts-hebrew
2153,texi2html
2154,texinfo
2155,texlive
2156,thermald
2157,thunderbird
2158,tigervnc
2159,time
2160,timedatex
2161,tinycdb
2162,tix
2163,tk
2164,tlog
2165,tmpwatch
2166,tmux
2167,tog-pegasus
2168,tokyocabinet
2169,torque
2170,totem
2171,totem-pl-parser
2172,tpm-quote-tools
2173,tpm-tools
2174,tpm2-abrmd
2175,tpm2-abrmd-selinux
2176,tpm2-tools
2177,tpm2-tss
2178,trace-cmd
2179,tracer
2180,traceroute
2181,tracker
2182,tracker-miners
2183,tree
2184,trousers
2185,tss2
2186,ttmkfdir
2187,tuna
2188,tuned
2189,twolame
2190,tzdata
2191,uchardet
2192,ucs-miscfixed-fonts
2193,ucx
2194,udisks2
2195,udisks2-qt5
2196,uglify-js
2197,unbound
2198,unicode-ucd
2199,units
2200,unixODBC
2201,unrar
2202,unzip
2203,upower
2204,urlview
2205,urw-base35-fonts
2206,usb_modeswitch
2207,usb_modeswitch-data
2208,usbguard
2209,usbmuxd
2210,usbredir
2211,usbutils
2212,usermode
2213,userspace-rcu
2214,util-linux
2215,v4l-utils
2216,valgrind
2217,vamp-plugin-sdk
2218,vapoursynth
2219,vdo
2220,vhostmd
2221,vid.stab
2222,vim
2223,vinagre
2224,vino
2225,virt-manager
2226,virt-p2v
2227,virt-top
2228,virt-viewer
2229,virt-what
2230,vmaf
2231,vo-amrwbenc
2232,volume_key
2233,vorbis-tools
2234,vte291
2235,vulkan-loader
2236,vulkan-tools
2237,vulkan-validation-layers
2238,watchdog
2239,wavpack
2240,wayland
2241,web-assets
2242,webkit2gtk3
2243,webrtc-audio-processing
2244,wget
2245,which
2246,wireshark
2247,woff2
2248,words
2249,wpa_supplicant
2250,wsmancli
2251,x264
2252,x265
2253,x3270
2254,xapian-core
2255,xcb-util
2256,xcb-util-cursor
2257,xcb-util-image
2258,xcb-util-keysyms
2259,xcb-util-renderutil
2260,xcb-util-wm
2261,xdelta
2262,xdg-desktop-portal
2263,xdg-desktop-portal-gtk
2264,xdg-user-dirs
2265,xdg-user-dirs-gtk
2266,xdg-utils
2267,xerces-c
2268,xfsdump
2269,xfsprogs
2270,xkeyboard-config
2271,xmlrpc-c
2272,xmlsec1
2273,xmlto
2274,xorg-x11-drivers
2275,xorg-x11-drv-ati
2276,xorg-x11-drv-dummy
2277,xorg-x11-drv-evdev
2278,xorg-x11-drv-fbdev
2279,xorg-x11-drv-intel
2280,xorg-x11-drv-libinput
2281,xorg-x11-drv-nouveau
2282,xorg-x11-drv-qxl
2283,xorg-x11-drv-v4l
2284,xorg-x11-drv-vesa
2285,xorg-x11-drv-vmware
2286,xorg-x11-drv-wacom
2287,xorg-x11-font-utils
2288,xorg-x11-fonts
2289,xorg-x11-server
2290,xorg-x11-server-Xwayland
2291,xorg-x11-server-utils
2292,xorg-x11-util-macros
2293,xorg-x11-utils
2294,xorg-x11-xauth
2295,xorg-x11-xbitmaps
2296,xorg-x11-xinit
2297,xorg-x11-xkb-utils
2298,xrestop
2299,xsane
2300,xsettingsd
2301,xterm
2302,xvidcore
2303,xz
2304,yajl
2305,yasm
2306,yelp
2307,yelp-tools
2308,yelp-xsl
2309,yp-tools
2310,ypbind
2311,ypserv
2312,zaf
2313,zenity
2314,zeromq3
2315,zimg
2316,zip
2317,zlib
2318,zsh
2319,zssh
2320,zstd
2321,zvbi
2322,zziplib
