idx,name,y_true,y_predict,跨层依赖数,被跨层依赖数,分类错误,反向依赖数,被反向依赖数
536,graphite2,应用,核心,1,0,-1,0,0
537,graphviz,应用,系统,0,0,-1,0,0
538,greenboot,应用,系统,0,0,-1,0,0
539,grep,核心,核心,0,11,0,1,0
540,grilo,应用,系统,1,0,-1,0,0
541,grilo-plugins,应用,其它,0,0,1,0,0
542,groff,应用,其它,5,0,1,0,0
543,grub2,系统,系统,0,0,0,0,0
544,grubby,系统,系统,0,0,0,0,0
545,gsettings-desktop-schemas,其它,其它,0,0,0,0,0
546,gsettings-qt,系统,应用,0,0,1,0,0
547,gsl,应用,应用,0,0,0,0,0
548,gsm,应用,应用,1,0,0,0,0
549,gsound,应用,其它,0,0,1,0,0
550,gspell,应用,系统,1,0,-1,0,0
551,gssdp,应用,核心,1,0,-1,1,1
552,gssntlmssp,应用,应用,0,0,0,0,0
553,gssproxy,应用,核心,3,0,-1,1,0
554,gstreamer1,应用,应用,3,0,0,0,1
555,gstreamer1-plugins-bad-free,应用,应用,0,0,0,0,0
556,gstreamer1-plugins-base,应用,应用,0,0,0,0,0
557,gstreamer1-plugins-good,应用,应用,0,0,0,0,0
558,gstreamer1-plugins-ugly-free,应用,应用,0,0,0,0,0
559,gtk-vnc,应用,其它,0,0,1,0,0
560,gtk2,系统,应用,0,1,1,12,0
561,gtk3,系统,系统,0,10,0,15,0
562,gtkmm24,系统,系统,0,0,0,3,0
563,gtkmm30,系统,应用,0,0,1,2,0
564,gtksourceview3,应用,系统,1,0,-1,0,0
565,gtkspell,应用,其它,0,0,1,0,0
566,gtkspell3,应用,其它,1,0,1,0,0
567,guile,应用,核心,5,0,-1,0,1
568,gupnp,系统,核心,0,0,-1,4,0
569,gupnp-av,系统,其它,0,0,1,0,0
570,gupnp-dlna,系统,其它,0,0,1,0,0
571,gupnp-igd,系统,应用,0,0,1,0,0
572,gutenprint,应用,核心,0,0,-1,0,0
573,gvfs,系统,核心,0,3,-1,13,0
574,gzip,系统,系统,0,0,0,0,0
575,hardlink,系统,核心,0,0,-1,0,0
576,harfbuzz,应用,核心,1,0,-1,0,0
577,hdparm,应用,应用,1,0,0,0,0
578,hesiod,应用,系统,0,0,-1,0,0
579,hexchat,应用,系统,0,0,-1,0,0
580,hicolor-icon-theme,其它,其它,0,0,0,0,0
581,highlight,应用,系统,1,0,-1,0,0
582,hostname,应用,核心,2,0,-1,0,1
583,hplip,应用,系统,0,0,-1,0,0
584,hspell,应用,应用,0,0,0,0,0
585,htmlcxx,应用,应用,0,0,0,0,0
586,http-parser,应用,应用,0,0,0,0,0
587,httpd,应用,核心,0,0,-1,0,0
588,hunspell,应用,应用,1,0,0,0,0
589,hunspell-af,应用,应用,0,0,0,0,0
590,hunspell-ak,应用,应用,0,0,0,0,0
591,hunspell-am,应用,应用,0,0,0,0,0
592,hunspell-ar,应用,应用,0,0,0,0,0
593,hunspell-as,应用,应用,0,0,0,0,0
594,hunspell-ast,应用,应用,0,0,0,0,0
595,hunspell-az,应用,应用,0,0,0,0,0
596,hunspell-be,应用,应用,0,0,0,0,0
597,hunspell-ber,应用,应用,0,0,0,0,0
598,hunspell-bg,应用,应用,0,0,0,0,0
599,hunspell-bn,应用,应用,0,0,0,0,0
600,hunspell-br,应用,应用,0,0,0,0,0
601,hunspell-ca,应用,应用,0,0,0,0,0
602,hunspell-cop,应用,应用,0,0,0,0,0
603,hunspell-csb,应用,应用,0,0,0,0,0
604,hunspell-cv,应用,应用,0,0,0,0,0
605,hunspell-cy,应用,应用,0,0,0,0,0
606,hunspell-da,应用,应用,0,0,0,0,0
607,hunspell-de,应用,应用,0,0,0,0,0
608,hunspell-dsb,应用,应用,0,0,0,0,0
609,hunspell-el,应用,应用,0,0,0,0,0
610,hunspell-en,应用,应用,0,0,0,0,0
611,hunspell-eo,应用,应用,0,0,0,0,0
612,hunspell-es,应用,应用,0,0,0,0,0
613,hunspell-et,应用,应用,0,0,0,0,0
614,hunspell-eu,应用,应用,0,0,0,0,0
615,hunspell-fa,应用,应用,0,0,0,0,0
616,hunspell-fj,应用,应用,0,0,0,0,0
617,hunspell-fo,应用,应用,0,0,0,0,0
618,hunspell-fr,应用,应用,0,0,0,0,0
619,hunspell-fur,应用,应用,0,0,0,0,0
620,hunspell-fy,应用,应用,0,0,0,0,0
621,hunspell-ga,应用,应用,0,0,0,0,0
622,hunspell-gd,应用,应用,0,0,0,0,0
623,hunspell-gl,应用,应用,0,0,0,0,0
624,hunspell-grc,应用,应用,0,0,0,0,0
625,hunspell-gu,应用,应用,0,0,0,0,0
626,hunspell-gv,应用,应用,0,0,0,0,0
627,hunspell-haw,应用,应用,0,0,0,0,0
628,hunspell-hi,应用,应用,0,0,0,0,0
629,hunspell-hil,应用,应用,0,0,0,0,0
630,hunspell-hr,应用,应用,0,0,0,0,0
631,hunspell-hsb,应用,应用,0,0,0,0,0
632,hunspell-ht,应用,应用,0,0,0,0,0
633,hunspell-hu,应用,应用,0,0,0,0,0
634,hunspell-hy,应用,应用,0,0,0,0,0
635,hunspell-ia,应用,应用,0,0,0,0,0
636,hunspell-id,应用,应用,0,0,0,0,0
637,hunspell-is,应用,应用,0,0,0,0,0
638,hunspell-it,应用,应用,0,0,0,0,0
639,hunspell-kk,应用,应用,0,0,0,0,0
640,hunspell-km,应用,应用,0,0,0,0,0
641,hunspell-kn,应用,应用,0,0,0,0,0
642,hunspell-ko,应用,应用,0,0,0,0,0
643,hunspell-ku,应用,应用,0,0,0,0,0
644,hunspell-ky,应用,应用,0,0,0,0,0
645,hunspell-la,应用,应用,0,0,0,0,0
646,hunspell-lb,应用,应用,0,0,0,0,0
647,hunspell-ln,应用,应用,0,0,0,0,0
648,hunspell-lt,应用,应用,0,0,0,0,0
649,hunspell-mai,应用,应用,0,0,0,0,0
650,hunspell-mg,应用,应用,0,0,0,0,0
651,hunspell-mi,应用,应用,0,0,0,0,0
652,hunspell-mk,应用,应用,0,0,0,0,0
653,hunspell-ml,应用,应用,0,0,0,0,0
654,hunspell-mn,应用,应用,0,0,0,0,0
655,hunspell-mos,应用,应用,0,0,0,0,0
656,hunspell-mr,应用,应用,0,0,0,0,0
657,hunspell-ms,应用,应用,0,0,0,0,0
658,hunspell-mt,应用,应用,0,0,0,0,0
659,hunspell-nds,应用,应用,0,0,0,0,0
660,hunspell-ne,应用,应用,0,0,0,0,0
661,hunspell-nl,应用,应用,0,0,0,0,0
662,hunspell-no,应用,应用,0,0,0,0,0
663,hunspell-nr,应用,应用,0,0,0,0,0
664,hunspell-nso,应用,应用,0,0,0,0,0
665,hunspell-ny,应用,应用,0,0,0,0,0
666,hunspell-oc,应用,应用,0,0,0,0,0
667,hunspell-om,应用,应用,0,0,0,0,0
668,hunspell-or,应用,应用,0,0,0,0,0
669,hunspell-pa,应用,应用,0,0,0,0,0
670,hunspell-pl,应用,应用,0,0,0,0,0
671,hunspell-pt,应用,应用,0,0,0,0,0
672,hunspell-qu,应用,应用,0,0,0,0,0
673,hunspell-quh,应用,应用,0,0,0,0,0
674,hunspell-ro,应用,应用,0,0,0,0,0
675,hunspell-ru,应用,应用,0,0,0,0,0
676,hunspell-rw,应用,应用,0,0,0,0,0
677,hunspell-sc,应用,应用,0,0,0,0,0
678,hunspell-se,应用,应用,0,0,0,0,0
679,hunspell-shs,应用,应用,0,0,0,0,0
680,hunspell-si,应用,应用,0,0,0,0,0
681,hunspell-sk,应用,应用,0,0,0,0,0
682,hunspell-sl,应用,应用,0,0,0,0,0
683,hunspell-smj,应用,应用,0,0,0,0,0
684,hunspell-so,应用,应用,0,0,0,0,0
685,hunspell-sq,应用,应用,0,0,0,0,0
686,hunspell-sr,应用,应用,0,0,0,0,0
687,hunspell-ss,应用,应用,0,0,0,0,0
688,hunspell-st,应用,应用,0,0,0,0,0
689,hunspell-sv,应用,应用,0,0,0,0,0
690,hunspell-sw,应用,应用,0,0,0,0,0
691,hunspell-ta,应用,应用,0,0,0,0,0
692,hunspell-te,应用,应用,0,0,0,0,0
693,hunspell-tet,应用,应用,0,0,0,0,0
694,hunspell-th,应用,应用,0,0,0,0,0
695,hunspell-ti,应用,应用,0,0,0,0,0
696,hunspell-tk,应用,应用,0,0,0,0,0
697,hunspell-tl,应用,应用,0,0,0,0,0
698,hunspell-tn,应用,应用,0,0,0,0,0
699,hunspell-tpi,应用,应用,0,0,0,0,0
700,hunspell-ts,应用,应用,0,0,0,0,0
701,hunspell-uk,应用,应用,0,0,0,0,0
702,hunspell-ur,应用,应用,0,0,0,0,0
703,hunspell-uz,应用,应用,0,0,0,0,0
704,hunspell-ve,应用,应用,0,0,0,0,0
705,hunspell-vi,应用,应用,0,0,0,0,0
706,hunspell-wa,应用,应用,0,0,0,0,0
707,hunspell-xh,应用,应用,0,0,0,0,0
708,hunspell-yi,应用,应用,0,0,0,0,0
709,hunspell-zu,应用,应用,0,0,0,0,0
710,hwdata,核心,核心,0,5,0,0,0
711,hwinfo,应用,其它,0,0,1,0,0
712,hwloc,应用,系统,2,0,-1,1,0
713,hyphen,应用,应用,1,0,0,0,0
714,hyphen-as,应用,应用,0,0,0,0,0
715,hyphen-bg,应用,应用,0,0,0,0,0
716,hyphen-bn,应用,应用,0,0,0,0,0
717,hyphen-ca,应用,应用,0,0,0,0,0
718,hyphen-cy,应用,应用,0,0,0,0,0
719,hyphen-da,应用,应用,0,0,0,0,0
720,hyphen-de,应用,应用,0,0,0,0,0
721,hyphen-el,应用,应用,0,0,0,0,0
722,hyphen-es,应用,应用,0,0,0,0,0
723,hyphen-eu,应用,应用,0,0,0,0,0
724,hyphen-fa,应用,应用,0,0,0,0,0
725,hyphen-fo,应用,应用,0,0,0,0,0
726,hyphen-fr,应用,应用,0,0,0,0,0
727,hyphen-ga,应用,应用,0,0,0,0,0
728,hyphen-gl,应用,应用,0,0,0,0,0
729,hyphen-grc,应用,应用,0,0,0,0,0
730,hyphen-gu,应用,应用,0,0,0,0,0
731,hyphen-hi,应用,应用,0,0,0,0,0
732,hyphen-hsb,应用,应用,0,0,0,0,0
733,hyphen-hu,应用,应用,0,0,0,0,0
734,hyphen-ia,应用,应用,0,0,0,0,0
735,hyphen-id,应用,应用,0,0,0,0,0
736,hyphen-is,应用,应用,0,0,0,0,0
737,hyphen-it,应用,应用,0,0,0,0,0
738,hyphen-kn,应用,应用,0,0,0,0,0
739,hyphen-ku,应用,应用,0,0,0,0,0
740,hyphen-lt,应用,应用,0,0,0,0,0
741,hyphen-mi,应用,应用,0,0,0,0,0
742,hyphen-ml,应用,应用,0,0,0,0,0
743,hyphen-mn,应用,应用,0,0,0,0,0
744,hyphen-mr,应用,应用,0,0,0,0,0
745,hyphen-nl,应用,应用,0,0,0,0,0
746,hyphen-or,应用,应用,0,0,0,0,0
747,hyphen-pa,应用,应用,0,0,0,0,0
748,hyphen-pl,应用,应用,0,0,0,0,0
749,hyphen-pt,应用,应用,0,0,0,0,0
750,hyphen-ro,应用,应用,0,0,0,0,0
751,hyphen-ru,应用,应用,0,0,0,0,0
752,hyphen-sa,应用,应用,0,0,0,0,0
753,hyphen-sk,应用,应用,0,0,0,0,0
754,hyphen-sl,应用,应用,0,0,0,0,0
755,hyphen-sv,应用,应用,0,0,0,0,0
756,hyphen-ta,应用,应用,0,0,0,0,0
757,hyphen-te,应用,应用,0,0,0,0,0
758,hyphen-tk,应用,应用,0,0,0,0,0
759,hyphen-uk,应用,应用,0,0,0,0,0
760,i2c-tools,应用,核心,0,0,-1,0,0
761,ibus,其它,系统,8,0,-1,0,0
762,ibus-hangul,其它,其它,0,0,0,0,0
763,ibus-kkc,其它,其它,0,0,0,0,0
764,ibus-libpinyin,其它,其它,0,0,0,0,0
765,ibus-libzhuyin,其它,其它,0,0,0,0,0
766,ibus-m17n,其它,其它,0,0,0,0,0
767,ibus-sayura,其它,其它,0,0,0,0,0
768,ibus-table,其它,其它,0,0,0,0,0
769,ibus-table-chinese,其它,其它,0,0,0,0,0
770,ibus-typing-booster,其它,其它,0,0,0,0,0
771,icedtea-web,应用,其它,0,0,1,0,0
772,icoutils,应用,核心,0,0,-1,0,0
773,icu,系统,应用,0,0,1,0,0
774,iio-sensor-proxy,应用,其它,0,0,1,0,0
775,ilmbase,应用,应用,1,0,0,0,0
776,ima-evm-utils,系统,系统,0,0,0,0,0
777,imlib2,应用,其它,0,0,1,0,0
778,imsettings,应用,其它,0,0,1,0,0
779,iniparser,应用,其它,0,0,1,0,0
780,initial-setup,应用,其它,0,0,1,0,0
781,initscripts,系统,系统,0,0,0,5,1
782,intel-cmt-cat,应用,系统,0,0,-1,0,0
783,intltool,系统,核心,0,0,-1,3,0
784,iotop,应用,系统,0,0,-1,0,0
785,ipcalc,应用,系统,1,0,-1,0,2
786,ipmitool,应用,核心,0,0,-1,0,0
787,iproute,应用,核心,5,0,-1,0,3
788,iprutils,应用,应用,3,0,0,0,0
789,ipset,应用,核心,2,0,-1,1,1
790,iptables,系统,系统,0,0,0,3,0
791,iptraf-ng,应用,系统,0,0,-1,0,0
792,iptstate,应用,系统,1,0,-1,0,0
793,iputils,系统,核心,0,0,-1,1,0
794,irqbalance,系统,应用,0,0,1,0,0
795,irssi,应用,核心,0,0,-1,0,0
796,iscsi-initiator-utils,应用,系统,0,0,-1,0,0
797,isl,应用,应用,2,0,0,0,1
798,isns-utils,应用,其它,0,0,1,0,0
799,iso-codes,应用,其它,0,0,1,0,0
800,isomd5sum,应用,核心,1,0,-1,0,1
801,istack-commons,应用,其它,0,0,1,0,0
802,itstool,应用,应用,0,0,0,0,0
803,iw,应用,核心,1,0,-1,0,0
804,jabberpy,应用,系统,0,0,-1,0,0
805,jack-audio-connection-kit,应用,应用,0,0,0,0,0
806,jansson,应用,核心,1,0,-1,0,2
807,jasper,应用,应用,1,0,0,0,0
808,java-1.8.0-alibaba-dragonwell,应用,应用,0,0,0,0,0
809,java-1.8.0-openjdk,应用,应用,0,0,0,0,0
810,java-11-alibaba-dragonwell,应用,应用,0,0,0,0,0
811,java-11-openjdk,应用,应用,0,0,0,0,0
812,java-17-openjdk,应用,应用,0,0,0,0,0
813,java-atk-wrapper,应用,应用,0,0,0,0,0
814,javapackages-tools,应用,应用,0,0,0,0,0
815,jbig2dec,系统,应用,0,0,1,0,0
816,jbigkit,应用,应用,1,0,0,0,0
817,jboss-annotations-1.2-api,应用,核心,0,0,-1,0,0
818,jboss-jaxrs-2.0-api,应用,应用,0,0,0,0,0
819,jboss-logging,应用,应用,0,0,0,0,0
820,jboss-logging-tools,应用,应用,0,0,0,0,0
821,jdeparser,应用,应用,0,0,0,0,0
822,jemalloc,应用,应用,0,0,0,0,0
823,jigawatts,应用,核心,0,0,-1,0,0
824,jimtcl,应用,应用,1,0,0,0,0
825,jna,应用,系统,0,0,-1,0,0
826,jolokia-jvm-agent,应用,应用,0,0,0,0,0
827,jose,系统,系统,0,0,0,0,0
828,jq,系统,系统,0,0,0,1,0
829,json-c,应用,应用,0,0,0,0,0
830,json-glib,应用,应用,0,0,0,0,0
831,jvnet-parent,应用,应用,0,0,0,0,0
832,jxrlib,应用,应用,0,0,0,0,0
833,kabi-dw,应用,系统,0,0,-1,0,0
834,kata-containers,其它,其它,0,0,0,0,0
835,kbd,系统,核心,0,0,-1,0,0
836,kde-filesystem,其它,其它,0,0,0,0,0
837,kde-settings,其它,系统,0,0,-1,0,0
838,kdecoration,其它,其它,0,0,0,0,0
839,kdump-anaconda-addon,应用,其它,0,0,1,0,0
840,keepalived,应用,应用,0,0,0,0,0
841,kernel,核心,核心,0,3,0,12,0
842,kexec-tools,核心,核心,0,0,0,0,0
843,keybinder3,应用,系统,1,0,-1,0,1
844,keycloak-httpd-client-install,应用,应用,0,0,0,0,0
845,keyutils,系统,核心,0,0,-1,0,0
846,kf5,其它,其它,0,0,0,0,0
847,kf5-attica,其它,其它,0,0,0,0,0
848,kf5-frameworkintegration,其它,其它,0,0,0,0,0
849,kf5-kactivities,其它,其它,0,0,0,0,0
850,kf5-karchive,其它,其它,0,0,0,0,0
851,kf5-kauth,其它,其它,0,0,0,0,0
852,kf5-kbookmarks,其它,其它,0,0,0,0,0
853,kf5-kcmutils,其它,其它,0,0,0,0,0
854,kf5-kcodecs,其它,其它,0,0,0,0,0
855,kf5-kcompletion,其它,其它,0,0,0,0,0
856,kf5-kconfig,其它,其它,0,0,0,0,0
857,kf5-kconfigwidgets,其它,其它,0,0,0,0,0
858,kf5-kcoreaddons,其它,其它,0,0,0,0,0
859,kf5-kcrash,其它,其它,0,0,0,0,0
860,kf5-kdbusaddons,其它,其它,0,0,0,0,0
861,kf5-kdeclarative,其它,其它,0,0,0,0,0
862,kf5-kded,其它,其它,0,0,0,0,0
863,kf5-kdelibs4support,其它,其它,0,0,0,0,0
864,kf5-kdesignerplugin,其它,其它,0,0,0,0,0
865,kf5-kdesu,其它,其它,0,0,0,0,0
866,kf5-kdoctools,其它,其它,0,0,0,0,0
867,kf5-kemoticons,其它,其它,0,0,0,0,0
868,kf5-kglobalaccel,其它,其它,0,0,0,0,0
869,kf5-kguiaddons,其它,其它,0,0,0,0,0
870,kf5-ki18n,其它,其它,0,0,0,0,0
871,kf5-kiconthemes,其它,其它,0,0,0,0,0
872,kf5-kidletime,其它,其它,0,0,0,0,0
873,kf5-kinit,其它,其它,0,0,0,0,0
874,kf5-kio,其它,其它,0,0,0,0,0
875,kf5-kirigami2,其它,应用,0,0,-1,0,0
876,kf5-kitemmodels,其它,其它,0,0,0,0,0
877,kf5-kitemviews,其它,其它,0,0,0,0,0
878,kf5-kjobwidgets,其它,其它,0,0,0,0,0
879,kf5-knewstuff,其它,其它,0,0,0,0,0
880,kf5-knotifications,其它,其它,0,0,0,0,0
881,kf5-kpackage,其它,其它,0,0,0,0,0
882,kf5-kparts,其它,其它,0,0,0,0,0
883,kf5-kplotting,其它,其它,0,0,0,0,0
884,kf5-kpty,其它,其它,0,0,0,0,0
885,kf5-kservice,其它,其它,0,0,0,0,0
886,kf5-ktextwidgets,其它,其它,0,0,0,0,0
887,kf5-kunitconversion,其它,其它,0,0,0,0,0
888,kf5-kwallet,其它,其它,0,0,0,0,0
889,kf5-kwayland,其它,应用,0,0,-1,0,0
890,kf5-kwidgetsaddons,其它,其它,0,0,0,0,0
891,kf5-kwindowsystem,其它,其它,0,0,0,0,0
892,kf5-kxmlgui,其它,其它,0,0,0,0,0
893,kf5-networkmanager-qt,其它,其它,0,0,0,0,0
894,kf5-plasma,其它,其它,0,0,0,0,0
895,kf5-solid,其它,其它,0,0,0,0,0
896,kf5-sonnet,其它,其它,0,0,0,0,0
897,kf5-syntax-highlighting,其它,其它,0,0,0,0,0
898,kmod,核心,核心,0,5,0,1,0
899,kmod-kvdo,系统,应用,0,0,1,0,0
900,kpatch,系统,核心,0,0,-1,1,0
901,krb5,系统,系统,0,0,0,2,1
902,kronosnet,系统,应用,0,0,1,0,0
903,ksc,应用,核心,2,0,-1,0,0
904,kscreenlocker,应用,其它,0,0,1,0,0
905,kwin,其它,其它,0,0,0,0,0
906,kyotocabinet,应用,应用,0,0,0,0,0
907,lame,应用,应用,0,0,0,0,0
908,langtable,系统,系统,0,0,0,2,0
909,lapack,应用,系统,0,0,-1,0,0
910,lasso,应用,应用,0,0,0,0,0
911,latex2html,应用,应用,0,0,0,0,0
912,lcms2,应用,应用,1,0,0,0,0
913,ldns,应用,系统,2,0,-1,0,0
914,ledmon,应用,核心,1,0,-1,1,0
915,leptonica,应用,应用,0,0,0,0,0
916,less,系统,应用,0,0,1,0,0
917,lftp,应用,核心,0,0,-1,0,0
918,libEMF,应用,应用,0,0,0,0,0
919,libICE,应用,核心,1,0,-1,0,2
920,libSM,应用,系统,1,0,-1,0,2
921,libX11,系统,核心,0,9,-1,0,0
922,libXNVCtrl,应用,应用,0,0,0,0,0
923,libXScrnSaver,应用,应用,0,0,0,0,0
924,libXau,应用,其它,1,0,1,0,1
925,libXaw,应用,核心,1,0,-1,0,0
926,libXcomposite,应用,应用,1,0,0,0,3
927,libXcursor,应用,应用,1,0,0,0,2
928,libXdamage,应用,应用,1,0,0,0,3
929,libXdmcp,应用,其它,1,0,1,0,0
930,libXext,应用,应用,1,0,0,0,6
931,libXfixes,应用,应用,1,0,0,0,3
932,libXfont2,应用,其它,2,0,1,0,0
933,libXft,应用,其它,1,0,1,0,0
934,libXi,应用,核心,1,0,-1,0,3
935,libXinerama,应用,应用,1,0,0,0,2
936,libXmu,应用,核心,1,0,-1,0,0
937,libXp,应用,应用,1,0,0,0,0
938,libXpm,应用,核心,1,0,-1,0,0
939,libXrandr,应用,应用,1,0,0,0,3
940,libXrender,应用,系统,1,0,-1,0,3
941,libXres,应用,应用,1,0,0,0,0
942,libXt,应用,核心,1,0,-1,0,1
943,libXtst,应用,其它,1,0,1,0,1
944,libXv,应用,应用,1,0,0,0,0
945,libXvMC,应用,应用,1,0,0,0,0
946,libXxf86dga,应用,应用,1,0,0,0,0
947,libXxf86misc,应用,应用,1,0,0,0,0
948,libXxf86vm,应用,应用,1,0,0,0,0
949,libabw,应用,应用,0,0,0,0,0
950,libaio,系统,核心,0,1,-1,0,0
951,libao,应用,应用,0,0,0,0,0
952,libappindicator,应用,系统,0,0,-1,0,0
953,libappstream-glib,系统,其它,0,0,1,0,0
954,libarchive,系统,系统,0,1,0,1,1
955,libass,应用,应用,0,0,0,0,0
956,libassuan,系统,应用,0,0,1,0,0
957,libasyncns,应用,应用,1,0,0,0,1
958,libatasmart,应用,核心,1,0,-1,1,0
959,libatomic_ops,应用,应用,1,0,0,0,0
960,libavc1394,系统,应用,0,0,1,0,0
961,libbase,应用,其它,0,0,1,0,1
962,libblockdev,系统,系统,0,0,0,9,0
963,libbpf,系统,核心,0,0,-1,0,1
964,libburn,系统,系统,0,0,0,0,0
965,libbytesize,系统,系统,0,0,0,2,0
966,libcacard,系统,应用,0,0,1,0,0
967,libcanberra,应用,核心,2,0,-1,1,0
968,libcap,核心,核心,0,9,0,1,0
969,libcap-ng,核心,核心,0,0,0,0,0
970,libcdio,系统,应用,0,0,1,0,0
971,libcdio-paranoia,系统,系统,0,0,0,0,0
972,libcdr,应用,应用,0,0,0,0,0
973,libcgroup,系统,核心,0,0,-1,1,0
974,libchardet,应用,应用,0,0,0,0,0
975,libcmis,应用,应用,0,0,0,0,0
976,libcomps,应用,核心,2,0,-1,0,1
977,libconfig,应用,应用,1,0,0,0,0
978,libcroco,应用,应用,1,0,0,0,1
979,libdaemon,系统,核心,0,0,-1,0,0
980,libdatrie,应用,应用,1,0,0,0,0
981,libdazzle,应用,应用,1,0,0,0,0
982,libdb,系统,系统,0,0,0,0,1
983,libdbusmenu,应用,系统,0,0,-1,0,0
984,libdc1394,系统,应用,0,0,1,0,0
985,libdmapsharing,应用,应用,2,0,0,0,0
986,libdmx,系统,应用,0,0,1,1,0
987,libdnf,系统,系统,0,0,0,3,0
988,libdrm,应用,核心,1,0,-1,0,2
989,libdv,应用,应用,0,0,0,0,0
990,libdvdnav,应用,应用,0,0,0,0,0
991,libdvdread,应用,应用,1,0,0,0,0
992,libdwarf,系统,系统,0,0,0,0,0
993,libeasyfc,应用,应用,0,0,0,0,0
994,libecpg,应用,系统,0,0,-1,1,0
995,libedit,应用,核心,1,0,-1,0,1
996,libepoxy,应用,应用,1,0,0,0,1
997,libepubgen,应用,应用,0,0,0,0,0
998,liberation-fonts,其它,其它,0,0,0,0,0
999,liberation-narrow-fonts,其它,其它,0,0,0,0,0
1000,libestr,应用,核心,1,0,-1,0,1
1001,libetonyek,应用,应用,0,0,0,0,0
1002,libev,应用,应用,1,0,0,0,0
1003,libevdev,应用,应用,1,0,0,0,2
1004,libevent,应用,系统,2,0,-1,0,1
1005,libexif,应用,核心,1,0,-1,0,0
1006,libexttextcat,应用,应用,0,0,0,0,0
1007,libfabric,应用,核心,1,0,-1,0,0
1008,libfastjson,应用,核心,1,0,-1,0,1
1009,libffado,应用,应用,0,0,0,0,0
1010,libffi,系统,系统,0,0,0,0,0
1011,libfontenc,系统,应用,0,0,1,0,0
1012,libfonts,系统,其它,0,0,1,1,0
1013,libformula,应用,应用,0,0,0,0,0
1014,libfprint,应用,系统,0,0,-1,0,0
1015,libfreehand,应用,应用,0,0,0,0,0
1016,libgcrypt,核心,核心,0,11,0,0,0
1017,libgdata,应用,系统,1,0,-1,0,1
1018,libgdither,应用,应用,1,0,0,0,0
1019,libgee,应用,其它,0,0,1,0,0
1020,libgexiv2,应用,系统,1,0,-1,0,0
1021,libgit2,应用,系统,0,0,-1,0,0
1022,libgit2-glib,应用,应用,0,0,0,0,0
1023,libglvnd,应用,核心,1,0,-1,0,2
1024,libgnomekbd,应用,系统,2,0,-1,0,1
1025,libgovirt,应用,应用,0,0,0,0,0
1026,libgpg-error,核心,核心,0,0,0,0,0
1027,libgphoto2,应用,核心,2,0,-1,0,1
1028,libgpod,应用,应用,0,0,0,0,0
1029,libgsf,应用,核心,3,0,-1,0,0
1030,libgtop2,应用,应用,1,0,0,0,0
1031,libgudev,系统,系统,0,0,0,1,0
1032,libguestfs,系统,系统,0,0,0,0,0
1033,libgusb,系统,核心,0,0,-1,0,0
1034,libgweather,应用,其它,1,0,1,0,0
1035,libgxim,应用,其它,0,0,1,0,0
1036,libgxps,应用,系统,1,0,-1,0,0
1037,libhangul,应用,应用,0,0,0,0,0
1038,libhbaapi,应用,应用,1,0,0,0,0
1039,libhbalinux,应用,应用,3,0,0,1,0
1040,libhugetlbfs,应用,应用,2,0,0,0,0
1041,libical,应用,系统,2,0,-1,0,1
1042,libid3tag,应用,应用,0,0,0,0,0
1043,libidn,系统,系统,0,0,0,1,0
1044,libidn2,核心,核心,0,1,0,1,0
1045,libiec61883,系统,应用,0,0,1,0,0
1046,libieee1284,系统,应用,0,0,1,0,0
1047,libijs,应用,应用,1,0,0,0,0
1048,libimobiledevice,应用,应用,3,0,0,0,1
1049,libindicator,应用,应用,0,0,0,0,0
1050,libinput,系统,核心,0,1,-1,4,0
1051,libipt,系统,核心,0,0,-1,0,0
1052,libiptcdata,应用,应用,1,0,0,0,0
1053,libisoburn,系统,系统,0,0,0,1,0
1054,libisofs,应用,系统,0,0,-1,0,1
1055,libjpeg-turbo,系统,应用,0,0,1,0,0
1056,libkcapi,系统,核心,0,0,-1,1,0
1057,libkeepalive,应用,应用,1,0,0,0,0
1058,libkkc,应用,应用,0,0,0,0,0
1059,libkkc-data,应用,其它,0,0,1,0,0
1060,libksba,系统,应用,0,0,1,0,0
1061,liblangtag,应用,应用,0,0,0,0,0
1062,liblayout,应用,应用,0,0,0,0,0
1063,libldb,应用,系统,1,0,-1,0,1
1064,libloader,应用,其它,0,0,1,0,1
1065,liblockfile,应用,应用,1,0,0,0,0
1066,liblognorm,应用,系统,0,0,-1,0,1
1067,liblouis,应用,系统,0,0,-1,0,0
1068,libmad,应用,应用,0,0,0,0,0
1069,libmatchbox,应用,系统,0,0,-1,0,0
1070,libmaxminddb,应用,应用,1,0,0,0,1
1071,libmbim,应用,系统,2,0,-1,0,0
1072,libmediaart,应用,应用,1,0,0,0,0
1073,libmediainfo,应用,系统,0,0,-1,0,0
1074,libmemcached,应用,应用,0,0,0,0,0
1075,libmetalink,应用,应用,1,0,0,0,0
1076,libmfx,应用,应用,0,0,0,0,0
1077,libmicrohttpd,应用,核心,3,0,-1,0,1
1078,libmng,应用,应用,0,0,0,0,0
1079,libmnl,应用,核心,1,0,-1,0,8
1080,libmodman,应用,应用,1,0,0,0,0
1081,libmodplug,应用,应用,0,0,0,0,0
1082,libmodulemd,应用,系统,1,0,-1,0,2
1083,libmpc,应用,应用,2,0,0,0,1
1084,libmspack,应用,应用,1,0,0,0,0
1085,libmspub,应用,应用,0,0,0,0,0
1086,libmtp,应用,其它,0,0,1,0,1
