idx,name,y_true,y_predict,跨层依赖数,被跨层依赖数,分类错误,反向依赖数,被反向依赖数
1087,libmusicbrainz5,应用,应用,0,0,0,0,0
1088,libmwaw,应用,应用,0,0,0,0,0
1089,libndp,应用,核心,1,0,-1,0,1
1090,libnet,系统,系统,0,0,0,0,0
1091,libnetfilter_conntrack,系统,系统,0,0,0,2,0
1092,libnetfilter_cthelper,系统,应用,0,0,1,1,0
1093,libnetfilter_cttimeout,系统,应用,0,0,1,1,0
1094,libnetfilter_queue,系统,应用,0,0,1,2,0
1095,libnfnetlink,应用,系统,1,0,-1,0,3
1096,libnftnl,系统,系统,0,0,0,1,0
1097,libnice,系统,系统,0,0,0,1,0
1098,libnl3,系统,核心,0,1,-1,1,0
1099,libnma,应用,系统,1,0,-1,0,0
1100,libnotify,应用,其它,1,0,1,0,1
1101,libnsl2,系统,系统,0,0,0,0,1
1102,libnumbertext,应用,应用,0,0,0,0,0
1103,liboauth,系统,应用,0,0,1,0,0
1104,libodfgen,应用,应用,0,0,0,0,0
1105,libogg,应用,应用,1,0,0,0,0
1106,libopenraw,应用,应用,0,0,0,0,0
1107,liborcus,应用,核心,0,0,-1,0,0
1108,libosinfo,应用,系统,2,0,-1,0,0
1109,libotf,应用,核心,1,0,-1,0,0
1110,libpagemaker,应用,应用,0,0,0,0,0
1111,libpaper,应用,核心,2,0,-1,0,0
1112,libpcap,系统,系统,0,0,0,0,0
1113,libpciaccess,应用,应用,2,0,0,0,0
1114,libpeas,应用,系统,1,0,-1,0,1
1115,libpfm,应用,核心,0,0,-1,0,0
1116,libpinyin,应用,应用,0,0,0,0,0
1117,libpipeline,应用,应用,1,0,0,0,0
1118,libplist,应用,应用,1,0,0,0,1
1119,libpng,系统,系统,0,0,0,0,0
1120,libpng12,系统,应用,0,0,1,0,0
1121,libpq,其它,核心,0,0,-1,0,5
1122,libproxy,应用,应用,1,0,0,0,0
1123,libpsl,系统,核心,0,0,-1,1,0
1124,libpsm2,应用,核心,2,0,-1,1,0
1125,libpst,应用,其它,0,0,1,0,0
1126,libpwquality,系统,核心,0,0,-1,1,2
1127,libqb,应用,应用,1,0,0,0,0
1128,libqmi,应用,系统,2,0,-1,0,0
1129,libqrtr-glib,系统,其它,0,0,1,0,0
1130,libqtxdg,系统,应用,0,0,1,0,0
1131,libquvi,应用,核心,2,0,-1,0,0
1132,libquvi-scripts,应用,应用,0,0,0,0,0
1133,libqxp,应用,应用,0,0,0,0,0
1134,librabbitmq,应用,应用,2,0,0,0,0
1135,libraw1394,系统,应用,0,0,1,0,0
1136,librdkafka,应用,核心,0,0,-1,0,1
1137,librelp,应用,核心,0,0,-1,0,1
1138,libreoffice,应用,应用,0,0,0,0,0
1139,libreoffice-voikko,应用,应用,0,0,0,0,0
1140,librepo,系统,系统,0,0,0,2,0
1141,libreport,应用,核心,3,0,-1,2,3
1142,librepository,系统,其它,0,0,1,1,0
1143,libreswan,应用,核心,7,0,-1,1,0
1144,librevenge,应用,应用,0,0,0,0,0
1145,librhsm,应用,系统,2,0,-1,0,0
1146,librsvg2,应用,系统,2,0,-1,0,1
1147,libsamplerate,应用,应用,0,0,0,0,0
1148,libseccomp,核心,核心,0,4,0,0,0
1149,libsecret,应用,其它,2,0,1,0,1
1150,libselinux,核心,核心,0,27,0,3,0
1151,libsemanage,系统,系统,0,0,0,1,0
1152,libsepol,系统,系统,0,0,0,0,1
1153,libserializer,应用,其它,0,0,1,0,0
1154,libshout,应用,应用,0,0,0,0,0
1155,libsigc++20,应用,应用,0,0,0,0,0
1156,libsigsegv,系统,应用,0,0,1,0,1
1157,libsmbios,系统,应用,0,0,1,0,0
1158,libsmi,应用,系统,0,0,-1,0,0
1159,libsndfile,应用,应用,1,0,0,0,1
1160,libsolv,系统,系统,0,0,0,2,0
1161,libsoup,应用,系统,1,0,-1,0,2
1162,libspectre,应用,应用,0,0,0,0,0
1163,libspiro,应用,应用,0,0,0,0,0
1164,libsrtp,应用,应用,0,0,0,0,0
1165,libssh,系统,系统,0,1,0,0,0
1166,libstaroffice,应用,应用,0,0,0,0,0
1167,libstemmer,应用,应用,1,0,0,0,0
1168,libstoragemgmt,应用,系统,3,0,-1,1,0
1169,libsvm,应用,应用,0,0,0,0,0
1170,libtalloc,应用,应用,1,0,0,0,1
1171,libtar,应用,应用,2,0,0,0,0
1172,libtasn1,应用,应用,1,0,0,0,1
1173,libtdb,应用,核心,1,0,-1,0,2
1174,libteam,应用,系统,2,0,-1,1,2
1175,libtevent,应用,系统,1,0,-1,0,1
1176,libthai,应用,应用,1,0,0,0,0
1177,libtheora,应用,应用,1,0,0,0,1
1178,libtiff,应用,系统,2,0,-1,0,1
1179,libtimezonemap,应用,系统,1,0,-1,0,1
1180,libtirpc,系统,系统,0,3,0,0,1
1181,libtool,系统,系统,0,1,0,3,0
1182,libucil,应用,应用,0,0,0,0,0
1183,libunicap,应用,应用,0,0,0,0,0
1184,libuninameslist,应用,其它,0,0,1,0,0
1185,libunistring,应用,应用,2,0,0,0,5
1186,liburing,系统,应用,0,0,1,0,0
1187,libusb,系统,核心,0,0,-1,0,0
1188,libusbmuxd,应用,应用,1,0,0,0,0
1189,libusbx,系统,核心,0,0,-1,1,0
1190,libuser,应用,核心,5,0,-1,0,0
1191,libutempter,系统,应用,0,0,1,0,0
1192,libuv,应用,核心,1,0,-1,0,0
1193,libva,应用,应用,0,0,0,0,0
1194,libvarlink,应用,应用,1,0,0,0,0
1195,libvdpau,应用,应用,0,0,0,0,0
1196,libverto,系统,核心,0,0,-1,1,0
1197,libvirt,其它,系统,12,0,-1,0,2
1198,libvirt-dbus,其它,其它,0,0,0,0,0
1199,libvirt-glib,应用,其它,0,0,1,0,0
1200,libvirt-python,系统,应用,0,0,1,0,0
1201,libvisio,应用,应用,0,0,0,0,0
1202,libvisual,应用,应用,1,0,0,0,0
1203,libvncserver,应用,其它,0,0,1,0,0
1204,libvoikko,应用,系统,0,0,-1,0,0
1205,libvorbis,应用,应用,1,0,0,0,0
1206,libvpx,应用,应用,0,0,0,0,0
1207,libwacom,应用,系统,1,0,-1,0,1
1208,libwebp,应用,应用,1,0,0,0,0
1209,libwmf,应用,应用,0,0,0,0,0
1210,libwnck3,应用,系统,0,0,-1,0,0
1211,libwpd,应用,应用,0,0,0,0,0
1212,libwpg,应用,应用,0,0,0,0,0
1213,libwps,应用,应用,0,0,0,0,0
1214,libx86emu,应用,其它,0,0,1,0,0
1215,libxcb,系统,应用,0,2,1,1,0
1216,libxcrypt,核心,核心,0,14,0,0,0
1217,libxkbcommon,应用,应用,1,0,0,0,3
1218,libxkbfile,应用,应用,1,0,0,0,0
1219,libxklavier,应用,应用,1,0,0,0,1
1220,libxml++,应用,应用,0,0,0,0,0
1221,libxml2,应用,核心,3,0,-1,0,8
1222,libxmlb,应用,应用,1,0,0,0,1
1223,libxshmfence,应用,核心,1,0,-1,0,0
1224,libxslt,应用,应用,2,0,0,0,0
1225,libyami,应用,应用,0,0,0,0,0
1226,libyaml,应用,系统,1,0,-1,0,1
1227,libyang,应用,系统,0,0,-1,0,0
1228,libzen,应用,应用,0,0,0,0,0
1229,libzmf,应用,应用,0,0,0,0,0
1230,lightdm,其它,其它,0,0,0,0,0
1231,lightdm-gtk,系统,系统,0,0,0,0,0
1232,lightdm-gtk-greeter-settings,系统,其它,0,0,1,0,0
1233,linux-firmware,核心,核心,0,0,0,0,0
1234,linuxconsoletools,应用,应用,0,0,0,0,0
1235,linuxdoc-tools,应用,应用,0,0,0,0,0
1236,lksctp-tools,应用,应用,0,0,0,0,0
1237,lldpad,应用,核心,2,0,-1,1,0
1238,lldpd,应用,其它,0,0,1,0,0
1239,llvm,系统,系统,0,0,0,0,0
1240,lm_sensors,应用,核心,3,0,-1,1,0
1241,lmdb,应用,应用,1,0,0,0,0
1242,lockdev,系统,核心,0,0,-1,1,0
1243,log4j,应用,系统,0,0,-1,0,0
1244,logrotate,系统,系统,0,0,0,0,0
1245,logwatch,应用,核心,2,0,-1,0,0
1246,lorax,应用,系统,0,0,-1,0,0
1247,lorax-templates-anolis,核心,核心,0,0,0,0,0
1248,lpsolve,应用,应用,0,0,0,0,0
1249,lrzsz,应用,应用,1,0,0,0,0
1250,lshw,应用,系统,2,0,-1,0,0
1251,lsof,系统,系统,0,0,0,0,0
1252,lsscsi,应用,应用,1,0,0,0,0
1253,lttng-ust,应用,应用,0,0,0,0,0
1254,lua,应用,系统,1,0,-1,0,1
1255,lua-expat,应用,应用,0,0,0,0,0
1256,lua-filesystem,应用,应用,0,0,0,0,0
1257,lua-json,应用,应用,0,0,0,0,0
1258,lua-lpeg,应用,应用,0,0,0,0,0
1259,lua-posix,应用,应用,0,0,0,0,0
1260,lua-rpm-macros,系统,其它,0,0,1,0,0
1261,lua-socket,应用,应用,0,0,0,0,0
1262,luajit,应用,应用,0,0,0,0,0
1263,lucene++,应用,应用,0,0,0,0,0
1264,luksmeta,应用,系统,0,0,-1,0,0
1265,lvm2,系统,系统,0,0,0,6,1
1266,lz4,核心,核心,0,3,0,0,0
1267,lzo,应用,应用,1,0,0,0,0
1268,lzop,应用,应用,1,0,0,0,0
1269,m17n-db,应用,其它,0,0,1,0,0
1270,m17n-lib,应用,其它,0,0,1,0,0
1271,m4,系统,系统,0,0,0,0,0
1272,mailcap,应用,系统,0,0,-1,0,0
1273,mailx,应用,系统,3,0,-1,0,0
1274,make,应用,系统,3,0,-1,0,0
1275,malaga,应用,系统,0,0,-1,0,0
1276,malaga-suomi-voikko,应用,系统,0,0,-1,0,0
1277,mallard-rng,应用,应用,0,0,0,0,0
1278,man-db,应用,系统,0,0,-1,0,0
1279,mariadb,其它,核心,8,0,-1,0,0
1280,mariadb-connector-c,其它,其它,0,0,0,0,0
1281,mariadb-connector-odbc,其它,应用,0,0,-1,0,0
1282,mariadb-java-client,其它,其它,0,0,0,0,0
1283,marisa,应用,应用,0,0,0,0,0
1284,matchbox-window-manager,应用,其它,0,0,1,0,0
1285,maven-plugin-bundle,系统,应用,0,0,1,0,0
1286,mc,应用,核心,0,0,-1,0,0
1287,mcelog,应用,核心,2,0,-1,1,0
1288,mcpp,应用,应用,1,0,0,0,0
1289,mcstrans,应用,核心,4,0,-1,1,0
1290,mdadm,系统,系统,0,0,0,2,0
1291,meanwhile,应用,应用,0,0,0,0,0
1292,mecab,应用,其它,1,0,1,0,0
1293,media-player-info,应用,核心,0,0,-1,0,0
1294,memcached,应用,核心,0,0,-1,0,0
1295,memstrack,应用,应用,1,0,0,0,0
1296,memtest86+,应用,应用,0,0,0,0,0
1297,mesa,应用,核心,4,0,-1,0,1
1298,mesa-demos,应用,其它,0,0,1,0,0
1299,mesa-libGLU,应用,应用,0,0,0,0,0
1300,mesa-libGLw,应用,应用,0,0,0,0,0
1301,meson,应用,系统,0,0,-1,0,0
1302,metacity,应用,系统,0,0,-1,0,0
1303,microcode_ctl,核心,核心,0,0,0,3,0
1304,microdnf,系统,系统,0,0,0,1,0
1305,micropipenv,应用,系统,0,0,-1,0,0
1306,mimetic,应用,应用,0,0,0,0,0
1307,mingw-binutils,系统,应用,0,0,1,0,0
1308,mingw-bzip2,应用,应用,0,0,0,0,0
1309,mingw-cairo,应用,应用,0,0,0,0,0
1310,mingw-crt,应用,应用,0,0,0,0,0
1311,mingw-expat,应用,应用,0,0,0,0,0
1312,mingw-filesystem,应用,应用,0,0,0,0,0
1313,mingw-fontconfig,应用,应用,0,0,0,0,0
1314,mingw-freetype,应用,应用,0,0,0,0,0
1315,mingw-gcc,系统,应用,0,0,1,0,0
1316,mingw-gettext,系统,应用,0,0,1,0,0
1317,mingw-glib2,应用,应用,0,0,0,0,0
1318,mingw-gstreamer1,应用,应用,0,0,0,0,0
1319,mingw-harfbuzz,应用,应用,0,0,0,0,0
1320,mingw-headers,应用,应用,0,0,0,0,0
1321,mingw-icu,应用,其它,0,0,1,0,0
1322,mingw-libffi,应用,应用,0,0,0,0,0
1323,mingw-libjpeg-turbo,应用,应用,0,0,0,0,0
1324,mingw-libpng,系统,应用,0,0,1,0,0
1325,mingw-libtiff,应用,应用,0,0,0,0,0
1326,mingw-openssl,应用,系统,0,0,-1,0,0
1327,mingw-pcre,应用,应用,0,0,0,0,0
1328,mingw-pixman,应用,应用,0,0,0,0,0
1329,mingw-pkg-config,应用,应用,0,0,0,0,0
1330,mingw-readline,系统,应用,0,0,1,0,0
1331,mingw-sqlite,应用,应用,0,0,0,0,0
1332,mingw-termcap,应用,应用,0,0,0,0,0
1333,mingw-win-iconv,应用,应用,0,0,0,0,0
1334,mingw-winpthreads,应用,应用,0,0,0,0,0
1335,mingw-zlib,应用,应用,0,0,0,0,0
1336,minicom,应用,核心,2,0,-1,0,0
1337,minizip,应用,应用,0,0,0,0,0
1338,mksh,应用,应用,3,0,0,0,0
1339,mlocate,应用,核心,4,0,-1,1,0
1340,mobile-broadband-provider-info,应用,系统,0,0,-1,0,0
1341,mod_auth_gssapi,应用,系统,0,0,-1,0,0
1342,mod_auth_mellon,应用,系统,0,0,-1,0,0
1343,mod_authnz_pam,应用,系统,0,0,-1,0,0
1344,mod_fcgid,应用,系统,0,0,-1,0,0
1345,mod_intercept_form_submit,应用,系统,0,0,-1,0,0
1346,mod_lookup_identity,应用,其它,0,0,1,0,0
1347,mod_security,应用,核心,0,0,-1,0,0
1348,mod_security_crs,应用,核心,0,0,-1,0,0
1349,mod_wsgi,应用,系统,0,0,-1,0,0
1350,modulemd-tools,应用,其它,0,0,1,0,0
1351,mokutil,应用,应用,3,0,0,0,1
1352,motif,应用,核心,0,0,-1,0,0
1353,mousetweaks,其它,其它,5,0,0,0,0
1354,mozilla-filesystem,应用,其它,0,0,1,0,0
1355,mozjs52,系统,应用,0,0,1,0,0
1356,mozjs60,系统,核心,0,0,-1,0,0
1357,mozvoikko,应用,应用,0,0,0,0,0
1358,mpfr,系统,核心,0,0,-1,0,1
1359,mpg123,应用,应用,0,0,0,0,0
1360,mpich,应用,核心,0,0,-1,0,0
1361,mpitests,应用,核心,0,0,-1,0,0
1362,mpv,应用,系统,0,0,-1,0,0
1363,mrtg,应用,核心,0,0,-1,0,0
1364,mstflint,应用,核心,0,0,-1,0,0
1365,mt-st,应用,系统,0,0,-1,0,0
1366,mtdev,应用,核心,1,0,-1,0,1
1367,mtools,应用,应用,3,0,0,0,1
1368,mtr,应用,系统,1,0,-1,0,0
1369,mtx,应用,核心,0,0,-1,0,0
1370,multilib-rpm-config,应用,系统,0,0,-1,0,0
1371,munge,应用,应用,0,0,0,0,0
1372,mutt,应用,核心,0,0,-1,0,0
1373,mutter,其它,系统,6,0,-1,0,0
1374,mvapich2,应用,核心,0,0,-1,0,0
1375,mysql,其它,其它,11,0,0,0,0
1376,mythes,应用,应用,0,0,0,0,0
1377,mythes-bg,应用,应用,0,0,0,0,0
1378,mythes-ca,应用,应用,0,0,0,0,0
1379,mythes-cs,应用,应用,0,0,0,0,0
1380,mythes-da,应用,应用,0,0,0,0,0
1381,mythes-de,应用,应用,0,0,0,0,0
1382,mythes-el,应用,应用,0,0,0,0,0
1383,mythes-en,应用,应用,0,0,0,0,0
1384,mythes-es,应用,应用,0,0,0,0,0
1385,mythes-fr,应用,应用,0,0,0,0,0
1386,mythes-ga,应用,应用,0,0,0,0,0
1387,mythes-hu,应用,应用,0,0,0,0,0
1388,mythes-it,应用,应用,0,0,0,0,0
1389,mythes-mi,应用,应用,0,0,0,0,0
1390,mythes-ne,应用,应用,0,0,0,0,0
1391,mythes-nl,应用,应用,0,0,0,0,0
1392,mythes-pl,应用,应用,0,0,0,0,0
1393,mythes-pt,应用,应用,0,0,0,0,0
1394,mythes-ro,应用,应用,0,0,0,0,0
1395,mythes-ru,应用,应用,0,0,0,0,0
1396,mythes-sk,应用,应用,0,0,0,0,0
1397,mythes-sl,应用,应用,0,0,0,0,0
1398,mythes-sv,应用,应用,0,0,0,0,0
1399,mythes-uk,应用,应用,0,0,0,0,0
1400,nano,应用,系统,3,0,-1,0,0
1401,nasm,应用,应用,1,0,0,0,0
1402,nautilus,其它,系统,8,0,-1,0,3
1403,ncompress,应用,系统,0,0,-1,0,0
1404,ncurses,系统,系统,0,2,0,0,3
1405,ndctl,应用,核心,2,0,-1,1,1
1406,neon,应用,应用,0,0,0,0,0
1407,net-snmp,应用,应用,0,0,0,0,0
1408,net-tools,应用,其它,0,0,1,0,0
1409,netlabel_tools,应用,核心,3,0,-1,1,0
1410,netpbm,应用,核心,0,0,-1,0,0
1411,nettle,系统,核心,0,0,-1,0,1
1412,network-manager-applet,系统,核心,0,0,-1,0,0
1413,newt,应用,系统,1,0,-1,0,2
1414,nfs-utils,应用,应用,0,0,0,0,0
1415,nfs4-acl-tools,应用,应用,0,0,0,0,0
1416,nftables,系统,系统,0,0,0,3,0
1417,nghttp2,应用,核心,4,0,-1,1,1
1418,nginx,应用,核心,5,0,-1,1,0
1419,ninja-build,应用,其它,0,0,1,0,0
1420,nispor,应用,系统,2,0,-1,0,0
1421,nmap,应用,系统,3,0,-1,0,0
1422,nmstate,应用,系统,1,0,-1,0,0
1423,nodejs,应用,应用,4,0,0,0,0
1424,nodejs-nodemon,应用,系统,0,0,-1,0,0
1425,nodejs-packaging,应用,系统,0,0,-1,0,0
1426,npth,系统,应用,0,0,1,0,0
1427,nspr,系统,系统,0,2,0,0,0
1428,nss,系统,系统,0,2,0,1,0
1429,nss_nis,应用,系统,1,0,-1,0,0
1430,nss_wrapper,应用,核心,0,0,-1,0,0
1431,ntfs-3g,应用,应用,0,0,0,0,0
1432,numactl,系统,核心,0,2,-1,0,1
1433,numad,系统,核心,0,0,-1,1,0
1434,numatop,应用,应用,1,0,0,0,0
1435,numpy,应用,系统,0,0,-1,0,0
1436,nvme-cli,系统,应用,0,0,1,0,0
1437,nvmetcli,系统,核心,0,0,-1,2,0
1438,ocaml,应用,系统,0,0,-1,0,0
1439,ocaml-camlp4,应用,应用,0,0,0,0,0
1440,ocaml-extlib,应用,应用,0,0,0,0,0
1441,ocaml-findlib,应用,其它,0,0,1,0,0
1442,ocaml-labltk,应用,应用,0,0,0,0,0
1443,ocaml-ocamlbuild,应用,系统,0,0,-1,0,0
1444,ocaml-srpm-macros,系统,系统,0,0,0,0,0
1445,onboard,应用,其它,0,0,1,0,0
1446,ongres-scram,应用,应用,0,0,0,0,0
1447,oniguruma,应用,系统,0,0,-1,0,1
1448,opa-ff,应用,系统,0,0,-1,0,0
1449,opa-fm,应用,其它,0,0,1,0,0
1450,open-vm-tools,其它,其它,0,0,0,0,0
1451,openal-soft,应用,应用,0,0,0,0,0
1452,openblas,应用,应用,0,0,0,0,0
1453,openblas-srpm-macros,应用,应用,0,0,0,0,0
1454,openbox,应用,其它,0,0,1,0,0
1455,openchange,应用,应用,1,0,0,0,0
1456,opencore-amr,应用,应用,0,0,0,0,0
1457,opencryptoki,应用,核心,3,0,-1,1,0
1458,opencv,应用,应用,0,0,0,0,0
1459,openhpi,应用,系统,4,0,-1,1,0
1460,openjade,应用,其它,0,0,1,0,0
1461,openjpeg2,应用,系统,1,0,-1,0,0
1462,openldap,系统,系统,0,1,0,0,1
1463,openmpi,应用,核心,0,0,-1,0,0
1464,openoffice-lv,其它,其它,0,0,0,0,0
1465,openoffice.org-dict-cs_CZ,其它,应用,0,0,-1,0,0
1466,openpgm,应用,应用,0,0,0,0,0
1467,opensc,应用,系统,4,0,-1,0,0
1468,openscap,应用,系统,0,0,-1,0,0
1469,openslp,应用,核心,3,0,-1,0,0
1470,opensm,应用,核心,2,0,-1,1,0
1471,opensp,应用,其它,0,0,1,0,0
1472,openssh,系统,核心,0,0,-1,4,0
1473,openssl,核心,核心,0,36,0,2,0
1474,openssl-ibmpkcs11,应用,其它,0,0,1,0,0
1475,openssl-pkcs11,系统,核心,0,0,-1,0,0
1476,openwsman,应用,系统,0,0,-1,0,0
1477,opus,应用,应用,1,0,0,0,0
1478,orc,应用,应用,1,0,0,0,1
1479,orca,应用,系统,0,0,-1,0,0
1480,os-prober,应用,应用,0,0,0,0,0
1481,osbuild,应用,系统,0,0,-1,0,0
1482,osbuild-composer,系统,系统,0,0,0,0,0
1483,oscap-anaconda-addon,应用,应用,0,0,0,0,0
1484,osinfo-db,系统,其它,0,0,1,0,0
1485,osinfo-db-tools,应用,其它,0,0,1,0,0
1486,ostree,应用,系统,6,0,-1,1,0
1487,p11-kit,系统,系统,0,0,0,0,0
1488,p7zip,应用,应用,0,0,0,0,0
1489,pacemaker,应用,其它,0,0,1,0,0
1490,pakchois,应用,应用,0,0,0,0,0
1491,pam,核心,核心,0,11,0,6,0
1492,pango,应用,核心,2,0,-1,0,9
1493,pangomm,应用,应用,1,0,0,0,2
1494,papi,应用,核心,0,0,-1,0,0
1495,papirus-icon-theme,其它,其它,0,0,0,0,0
1496,paps,应用,核心,0,0,-1,0,0
1497,parted,应用,系统,4,0,-1,0,1
1498,passwd,应用,系统,4,0,-1,0,0
1499,patch,应用,系统,3,0,-1,0,1
1500,patchutils,应用,核心,0,0,-1,0,0
1501,pavucontrol,应用,系统,0,0,-1,0,0
1502,pcaudiolib,应用,应用,0,0,0,0,0
1503,pciutils,系统,核心,0,0,-1,0,1
1504,pcp,应用,系统,0,0,-1,0,0
1505,pcre,系统,系统,0,0,0,0,1
1506,pcre2,核心,核心,0,2,0,0,0
1507,pcs,应用,系统,0,0,-1,0,0
1508,pcsc-lite,应用,其它,0,0,1,0,0
1509,pcsc-lite-ccid,应用,应用,0,0,0,0,0
1510,pentaho-libxml,应用,应用,0,0,0,0,0
1511,pentaho-reporting-flow-engine,应用,应用,0,0,0,0,0
1512,perftest,应用,应用,1,0,0,0,0
1513,perl,应用,核心,2,0,-1,0,7
1514,perl-Algorithm-Diff,应用,应用,0,0,0,0,0
1515,perl-Archive-Tar,应用,应用,0,0,0,0,0
1516,perl-Archive-Zip,应用,应用,0,0,0,0,0
1517,perl-Authen-SASL,应用,应用,0,0,0,0,0
1518,perl-B-Debug,应用,应用,0,0,0,0,0
1519,perl-B-Hooks-EndOfScope,应用,应用,0,0,0,0,0
1520,perl-B-Lint,应用,应用,0,0,0,0,0
1521,perl-Bit-Vector,应用,应用,0,0,0,0,0
1522,perl-CGI,应用,应用,0,0,0,0,0
1523,perl-CPAN,应用,应用,0,0,0,0,0
1524,perl-CPAN-Meta,应用,应用,0,0,0,0,0
1525,perl-CPAN-Meta-Requirements,应用,应用,0,0,0,0,0
1526,perl-CPAN-Meta-YAML,应用,应用,0,0,0,0,0
1527,perl-Capture-Tiny,应用,应用,0,0,0,0,0
1528,perl-Carp,应用,应用,0,0,0,0,0
1529,perl-Carp-Clan,应用,应用,0,0,0,0,0
1530,perl-Class-Data-Inheritable,应用,应用,0,0,0,0,0
1531,perl-Class-Factory-Util,应用,应用,0,0,0,0,0
1532,perl-Class-ISA,应用,应用,0,0,0,0,0
1533,perl-Class-Inspector,应用,应用,0,0,0,0,0
1534,perl-Class-Method-Modifiers,应用,应用,0,0,0,0,0
1535,perl-Class-Singleton,应用,应用,0,0,0,0,0
1536,perl-Class-XSAccessor,应用,应用,0,0,0,0,0
1537,perl-Compress-Bzip2,应用,应用,0,0,0,0,0
1538,perl-Compress-Raw-Bzip2,应用,应用,0,0,0,0,0
1539,perl-Compress-Raw-Zlib,应用,应用,0,0,0,0,0
1540,perl-Config-AutoConf,应用,应用,0,0,0,0,0
1541,perl-Config-Perl-V,应用,应用,0,0,0,0,0
1542,perl-Config-Tiny,应用,应用,0,0,0,0,0
1543,perl-Convert-ASN1,应用,应用,0,0,0,0,0
1544,perl-Crypt-OpenSSL-Bignum,应用,应用,0,0,0,0,0
1545,perl-Crypt-OpenSSL-RSA,应用,应用,0,0,0,0,0
1546,perl-Crypt-OpenSSL-Random,应用,应用,0,0,0,0,0
1547,perl-DBD-MySQL,应用,应用,0,0,0,0,0
1548,perl-DBD-SQLite,应用,其它,0,0,1,0,0
1549,perl-DBI,应用,系统,0,0,-1,0,0
1550,perl-DB_File,应用,应用,0,0,0,0,0
1551,perl-Data-Dump,应用,应用,0,0,0,0,0
1552,perl-Data-Dumper,应用,应用,0,0,0,0,0
1553,perl-Data-OptList,应用,应用,0,0,0,0,0
1554,perl-Data-Section,应用,其它,0,0,1,0,0
1555,perl-Date-Calc,应用,应用,0,0,0,0,0
1556,perl-Date-ISO8601,应用,应用,0,0,0,0,0
1557,perl-Date-Manip,应用,其它,0,0,1,0,0
1558,perl-DateTime,应用,应用,0,0,0,0,0
1559,perl-DateTime-Format-Builder,应用,系统,0,0,-1,0,0
1560,perl-DateTime-Format-HTTP,应用,应用,0,0,0,0,0
1561,perl-DateTime-Format-ISO8601,应用,应用,0,0,0,0,0
1562,perl-DateTime-Format-Mail,应用,应用,0,0,0,0,0
1563,perl-DateTime-Format-Strptime,应用,应用,0,0,0,0,0
1564,perl-DateTime-Locale,应用,应用,0,0,0,0,0
1565,perl-DateTime-TimeZone,应用,应用,0,0,0,0,0
1566,perl-DateTime-TimeZone-SystemV,应用,应用,0,0,0,0,0
1567,perl-DateTime-TimeZone-Tzfile,应用,应用,0,0,0,0,0
1568,perl-Devel-CallChecker,应用,应用,0,0,0,0,0
1569,perl-Devel-Caller,应用,应用,0,0,0,0,0
1570,perl-Devel-GlobalDestruction,应用,应用,0,0,0,0,0
1571,perl-Devel-LexAlias,应用,应用,0,0,0,0,0
1572,perl-Devel-PPPort,应用,应用,0,0,0,0,0
1573,perl-Devel-Size,应用,应用,0,0,0,0,0
1574,perl-Devel-StackTrace,应用,应用,0,0,0,0,0
1575,perl-Devel-Symdump,应用,应用,0,0,0,0,0
1576,perl-Digest,应用,应用,0,0,0,0,0
1577,perl-Digest-HMAC,应用,应用,0,0,0,0,0
1578,perl-Digest-MD5,应用,应用,0,0,0,0,0
1579,perl-Digest-SHA,应用,应用,0,0,0,0,0
1580,perl-Dist-CheckConflicts,应用,应用,0,0,0,0,0
1581,perl-DynaLoader-Functions,应用,应用,0,0,0,0,0
1582,perl-Encode,应用,应用,0,0,0,0,0
1583,perl-Encode-Detect,应用,应用,0,0,0,0,0
1584,perl-Encode-Locale,应用,应用,0,0,0,0,0
1585,perl-Env,应用,应用,0,0,0,0,0
1586,perl-Error,应用,应用,0,0,0,0,0
1587,perl-Eval-Closure,应用,应用,0,0,0,0,0
1588,perl-Exception-Class,应用,应用,0,0,0,0,0
1589,perl-Exporter,应用,应用,0,0,0,0,0
1590,perl-Exporter-Tiny,应用,应用,0,0,0,0,0
1591,perl-ExtUtils-CBuilder,应用,应用,0,0,0,0,0
1592,perl-ExtUtils-Install,应用,应用,0,0,0,0,0
1593,perl-ExtUtils-MakeMaker,应用,系统,0,0,-1,0,0
1594,perl-ExtUtils-Manifest,应用,应用,0,0,0,0,0
1595,perl-ExtUtils-ParseXS,应用,应用,0,0,0,0,0
1596,perl-Fedora-VSP,应用,应用,0,0,0,0,0
1597,perl-File-BaseDir,应用,其它,0,0,1,0,0
1598,perl-File-CheckTree,应用,核心,0,0,-1,0,0
1599,perl-File-DesktopEntry,应用,应用,0,0,0,0,0
1600,perl-File-Fetch,应用,应用,0,0,0,0,0
1601,perl-File-Find-Object,应用,应用,0,0,0,0,0
1602,perl-File-Find-Rule,应用,应用,0,0,0,0,0
1603,perl-File-HomeDir,应用,应用,0,0,0,0,0
1604,perl-File-Listing,应用,应用,0,0,0,0,0
1605,perl-File-MimeInfo,应用,应用,0,0,0,0,0
1606,perl-File-Path,应用,应用,0,0,0,0,0
1607,perl-File-ReadBackwards,应用,应用,0,0,0,0,0
1608,perl-File-Remove,应用,应用,0,0,0,0,0
1609,perl-File-ShareDir,应用,应用,0,0,0,0,0
1610,perl-File-Slurp,应用,应用,0,0,0,0,0
1611,perl-File-Temp,应用,应用,0,0,0,0,0
